fg3a_per_fga_pct,Yyy,vorp,ws_per_48,pos,player,team_id,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,Xxx,per,orb_pct,dws,season,usg_pct,link,ast_pct,obpm,fta_per_fga_pct,bpm,g,age,dbpm,pseudo,mp,trb_pct,ws
.246,,1.3,.081,PF,Lamar Odom,LAC,-0.3,18.3,.429,2.2,26.3,3.0,,10.9,8.8,3.0,12/13,13.3,o/odomla01.html,12.4,-2.6,.115,1.2,82,33,3.8,odomla01,1616,17.7,2.7
.000,,0.0,-0.369,C,Tim Ohlbrecht,HOU,-0.1,53.8,.436,4.2,9.3,0.0,,-6.1,0.0,0.0,12/13,27.1,o/ohlbrti01.html,11.8,-16.9,.333,-15.8,3,24,1.1,ohlbrti01,12,4.7,-0.1
.000,,0.5,.104,C,Emeka Okafor,WAS,0.7,12.2,.496,1.1,26.8,3.0,,15.8,10.7,3.7,12/13,19.5,o/okafoem01.html,7.9,-3.2,.278,-1.1,79,30,2.0,okafoem01,2052,18.7,4.5
.000,,0.0,.135,C,Daniel Orton,OKC,0.1,10.7,.493,2.0,13.4,2.2,,14.0,15.5,0.1,12/13,16.4,o/ortonda01.html,5.7,-1.1,.654,-1.3,13,22,-0.2,ortonda01,104,14.3,0.3
.282,,-0.3,.037,SF,Travis Outlaw,SAC,0.3,8.7,.500,1.3,11.7,1.4,,13.0,4.3,0.1,12/13,21.9,o/outlatr01.html,7.7,-1.5,.294,-4.7,38,28,-3.2,outlatr01,444,7.9,0.3
.012,,0.6,.116,C,Zaza Pachulia,ATL,1.2,19.6,.534,1.6,20.3,0.8,,13.1,13.5,1.5,12/13,14.6,p/pachuza01.html,10.3,-1.6,.427,0.0,52,28,1.6,pachuza01,1134,17.0,2.7
.547,,-0.4,-0.017,PG,Jannero Pargo,TOT,-0.4,15.8,.475,1.9,5.7,0.5,,10.3,2.2,0.2,12/13,23.3,p/pargoja01.html,22.8,-1.1,.061,-5.0,32,33,-3.9,pargoja01,507,3.9,-0.2
.625,,-0.2,-0.129,PG,Jannero Pargo,WAS,-0.3,19.6,.319,0.0,6.6,0.8,,0.2,0.0,0.1,12/13,18.3,p/pargoja01.html,21.0,-7.4,.063,-10.8,7,33,-3.3,pargoja01,102,3.3,-0.3
.526,,-0.1,.041,PG,Jannero Pargo,ATL,0.0,11.4,.450,1.4,6.0,0.0,,9.7,1.0,0.1,12/13,18.0,p/pargoja01.html,25.4,-2.0,.053,-5.6,7,33,-3.5,pargoja01,113,3.5,0.1
.535,,-0.1,-0.001,PG,Jannero Pargo,CHA,-0.1,16.1,.517,2.7,5.2,0.6,,14.1,3.4,0.0,12/13,27.1,p/pargoja01.html,22.5,1.5,.063,-2.7,18,33,-4.2,pargoja01,292,4.3,0.0
.296,,-0.7,-0.002,PG-SG,Jeremy Pargo,TOT,-0.2,15.3,.478,1.0,7.5,0.2,,10.4,1.3,0.1,12/13,22.5,p/pargoje01.html,23.0,-2.4,.248,-6.3,39,26,-3.9,pargoje01,655,4.3,0.0
.305,,-0.4,-0.006,PG,Jeremy Pargo,CLE,-0.1,15.3,.478,1.4,6.8,0.4,,11.3,1.7,0.1,12/13,24.1,p/pargoje01.html,24.2,-1.6,.219,-5.6,25,26,-4.0,pargoje01,447,4.1,-0.1
.270,,-0.3,.006,SG,Jeremy Pargo,PHI,0.0,15.3,.478,0.3,8.9,0.0,,8.4,0.5,0.1,12/13,18.9,p/pargoje01.html,20.4,-4.1,.333,-7.8,14,26,-3.7,pargoje01,208,4.6,0.0
.068,,2.6,.206,PG,Tony Parker,SAS,7.1,13.0,.588,1.3,9.1,0.2,,23.0,1.0,2.3,12/13,27.7,p/parketo01.html,40.4,4.1,.332,2.7,66,30,-1.4,parketo01,2174,5.3,9.3
.421,,3.3,.121,SF,Chandler Parsons,HOU,4.9,12.7,.584,1.4,13.2,0.9,,15.3,3.3,2.1,12/13,18.3,p/parsoch01.html,15.6,2.4,.165,2.7,76,24,0.4,parsoch01,2758,8.3,7.0
.212,,0.8,.111,PF,Patrick Patterson,TOT,3.1,8.6,.566,0.9,14.4,1.7,,15.2,7.2,1.0,12/13,17.6,p/pattepa01.html,7.5,0.5,.101,-0.2,71,23,-0.7,pattepa01,1775,10.8,4.1
.211,,0.6,.120,PF,Patrick Patterson,HOU,2.2,8.1,.571,0.7,13.6,1.7,,15.5,6.9,0.8,12/13,18.6,p/pattepa01.html,7.0,0.6,.108,-0.2,47,23,-0.7,pattepa01,1219,10.3,3.0
.214,,0.2,.090,PF,Patrick Patterson,SAC,0.9,9.8,.554,1.2,16.1,1.8,,14.5,8.1,0.2,12/13,15.4,p/pattepa01.html,8.6,0.4,.083,-0.3,24,23,-0.7,pattepa01,556,12.0,1.0
.271,,5.6,.287,PG,Chris Paul,LAC,10.6,13.7,.594,3.8,10.5,0.4,,26.4,2.8,3.4,12/13,22.6,p/paulch01.html,46.5,7.2,.377,7.5,70,27,0.3,paulch01,2335,6.7,13.9
.504,,-0.1,.009,SG,Sasha Pavlovic,POR,-0.3,10.3,.423,2.4,10.9,0.7,,6.2,1.5,0.4,12/13,11.8,p/pavloal01.html,8.9,-3.3,.050,-3.1,39,29,0.2,pavloal01,528,6.2,0.1
.000,,1.2,.163,C,Nikola Pekovic,MIN,4.6,10.3,.572,1.1,19.0,2.0,,20.2,13.0,2.1,12/13,22.5,p/pekovni01.html,4.9,0.8,.437,0.3,62,27,-0.5,pekovni01,1959,15.9,6.7
.003,,0.8,.062,C,Kendrick Perkins,OKC,-0.5,24.0,.479,1.1,19.5,3.2,,8.2,7.0,3.0,12/13,10.6,p/perkike01.html,7.9,-3.3,.230,-0.4,78,28,2.9,perkike01,1954,13.7,2.5
.036,,-0.2,.048,C,Johan Petro,ATL,-0.2,17.2,.468,1.5,25.3,2.0,,11.0,10.9,0.6,12/13,18.3,p/petrojo01.html,7.1,-5.4,.109,-4.8,31,27,0.7,petrojo01,352,18.2,0.4
.350,,3.4,.135,SF,Paul Pierce,BOS,3.5,14.3,.559,1.7,19.7,0.9,,19.1,2.1,3.7,12/13,27.4,p/piercpa01.html,25.1,2.7,.387,3.4,77,35,0.7,piercpa01,2575,11.2,7.2
.653,,-0.2,-0.004,SF,Mickael Pietrus,TOR,-0.3,13.1,.472,1.7,9.7,1.2,,6.0,1.5,0.2,12/13,14.7,p/pietrmi01.html,3.5,-2.7,.184,-3.6,19,30,-0.9,pietrmi01,386,5.5,0.0
.000,,-0.1,-0.107,C,Dexter Pittman,TOT,-0.1,19.6,.325,0.0,18.5,0.0,,1.6,27.2,0.0,12/13,22.4,p/pittmde01.html,0.0,-9.7,.273,-17.9,11,24,-8.2,pittmde01,32,22.7,-0.1
.000,,0.0,.114,C,Dexter Pittman,MIA,0.0,28.6,.600,0.0,29.1,0.0,,17.0,43.5,0.0,12/13,27.9,p/pittmde01.html,0.0,-3.6,.000,-15.5,4,24,-11.8,pittmde01,12,35.9,0.0
.000,,-0.1,-0.239,C,Dexter Pittman,MEM,-0.1,12.0,.137,0.0,12.0,0.0,,-7.7,17.4,0.0,12/13,19.2,p/pittmde01.html,0.0,-13.4,.500,-19.4,7,24,-6.0,pittmde01,20,14.8,-0.1
.000,,-0.1,-0.015,C,Miles Plumlee,IND,-0.1,11.6,.286,0.0,19.9,4.0,,8.8,24.8,0.1,12/13,21.4,p/plumlmi01.html,5.7,-7.1,.190,-7.8,14,24,-0.6,plumlmi01,55,22.3,0.0
.508,,0.8,.125,SF,Quincy Pondexter,MEM,1.7,11.2,.565,1.5,8.6,0.4,,11.0,4.0,1.5,12/13,13.9,p/pondequ01.html,7.6,0.5,.251,0.6,59,24,0.1,pondequ01,1243,6.3,3.2
.484,,0.1,.084,PG,A.J. Price,WAS,1.0,12.7,.501,1.3,8.2,0.2,,12.4,1.7,1.2,12/13,18.0,p/priceaj01.html,26.4,-0.1,.150,-1.8,57,26,-1.7,priceaj01,1278,4.9,2.2
.325,,-0.4,-0.017,PG,Ronnie Price,POR,-0.5,20.7,.402,2.7,7.2,0.4,,6.8,2.9,0.3,12/13,14.8,p/pricero01.html,21.0,-4.1,.200,-4.8,39,29,-0.7,pricero01,510,5.0,-0.2
.609,,0.8,.123,PG,Pablo Prigioni,NYK,2.0,27.1,.595,2.9,9.8,0.1,,13.0,3.7,1.3,12/13,11.7,p/prigipa01.html,27.5,0.7,.114,0.6,78,35,-0.1,prigipa01,1263,6.6,3.2
.115,,0.3,.065,SF,Tayshaun Prince,TOT,1.5,9.2,.486,1.0,13.2,0.8,,11.5,3.1,2.1,12/13,16.8,p/princta01.html,12.1,-1.6,.159,-1.6,82,32,0.0,princta01,2631,8.1,3.6
.110,,-0.1,.057,SF,Tayshaun Prince,DET,1.2,9.3,.502,0.8,13.4,0.7,,12.5,3.3,0.6,12/13,18.1,p/princta01.html,12.6,-1.2,.192,-2.2,45,32,-1.0,princta01,1457,8.3,1.7
.122,,0.3,.075,SF,Tayshaun Prince,MEM,0.3,9.0,.461,1.2,12.9,0.8,,10.2,2.9,1.6,12/13,15.2,p/princta01.html,11.6,-2.1,.110,-0.9,37,32,1.2,princta01,1174,7.8,1.8
.000,,-0.1,-0.005,C,Joel Przybilla,MIL,-0.1,45.0,.205,0.7,26.2,2.1,,3.3,7.6,0.1,12/13,5.7,p/przybjo01.html,7.6,-8.2,.500,-5.6,12,33,2.6,przybjo01,68,16.6,0.0
.313,,-0.2,-0.124,SG,Chris Quinn,CLE,-0.2,26.2,.296,2.0,1.6,0.0,,1.3,1.4,0.0,12/13,13.1,q/quinnch01.html,16.3,-7.7,.125,-10.8,7,29,-3.1,quinnch01,78,1.5,-0.2
.628,,0.0,.020,PF,Vladimir Radmanovic,CHI,-0.2,13.6,.372,3.0,14.5,2.1,,6.3,7.9,0.3,12/13,16.4,r/radmavl01.html,8.6,-3.5,.070,-2.2,25,32,1.3,radmavl01,144,11.2,0.1
.070,,0.0,.073,PF,Anthony Randolph,DEN,-0.1,21.7,.534,2.9,22.1,5.0,,15.6,10.1,0.6,12/13,22.5,r/randoan01.html,5.5,-3.8,.395,-1.5,39,23,2.3,randoan01,329,16.2,0.5
.000,,0.0,.159,PF,Shavlik Randolph,BOS,0.3,14.3,.559,2.1,24.3,2.8,,15.9,17.2,0.4,12/13,16.7,r/randosh01.html,3.3,-2.0,.563,-1.6,16,29,0.4,randosh01,198,20.9,0.7
.022,,1.4,.145,PF,Zach Randolph,MEM,3.2,11.5,.506,1.3,25.1,1.0,,17.9,13.8,4.7,12/13,23.1,r/randoza01.html,7.3,-0.5,.293,0.2,76,31,0.7,randoza01,2607,19.3,7.9
.513,,0.6,.091,SG,J.J. Redick,TOT,4.0,12.5,.571,0.8,7.3,0.3,,14.7,0.8,0.5,12/13,20.8,r/redicjj01.html,20.0,2.1,.216,-1.1,78,28,-3.2,redicjj01,2379,4.0,4.5
.515,,0.7,.097,SG,J.J. Redick,ORL,3.0,14.1,.592,1.0,7.9,0.2,,16.1,0.6,0.2,12/13,21.5,r/redicjj01.html,22.7,2.9,.222,-0.3,50,28,-3.2,redicjj01,1575,4.3,3.2
.507,,-0.1,.078,SG,J.J. Redick,MIL,1.0,9.2,.529,0.6,6.1,0.4,,11.9,1.0,0.3,12/13,19.4,r/redicjj01.html,14.8,0.7,.205,-2.5,28,28,-3.2,redicjj01,804,3.5,1.3
.497,,0.3,.070,SG,Jason Richardson,PHI,0.3,6.9,.495,2.3,13.4,1.2,,12.6,2.2,1.1,12/13,18.5,r/richaja01.html,8.6,-0.5,.098,-0.6,33,32,-0.1,richaja01,936,7.7,1.4
.364,,-0.1,-0.181,SF,Quentin Richardson,NYK,-0.1,14.4,.210,0.0,20.9,0.0,,0.7,19.5,0.0,12/13,22.4,r/richaqu01.html,4.8,-9.0,.182,-13.2,1,32,-4.2,richaqu01,29,20.2,-0.1
.261,,1.0,.084,SG,Luke Ridnour,MIN,2.6,12.8,.532,1.7,7.9,0.5,,13.0,1.8,1.8,12/13,18.3,r/ridnolu01.html,21.0,0.3,.202,-0.4,82,31,-0.7,ridnolu01,2474,4.8,4.3
.221,,-1.3,-0.038,SG,Austin Rivers,NOH,-1.2,14.5,.431,1.0,8.0,0.5,,5.9,1.3,0.1,12/13,16.8,r/riverau01.html,13.9,-3.6,.277,-5.6,61,20,-2.0,riverau01,1418,4.6,-1.1
.299,,-0.2,.078,PG,Brian Roberts,NOH,2.0,11.5,.509,1.5,7.3,0.2,,14.6,1.5,0.2,12/13,21.6,r/roberbr01.html,28.2,1.1,.151,-2.5,78,27,-3.6,roberbr01,1324,4.4,2.2
.378,,1.9,.136,PG,Nate Robinson,CHI,3.5,12.6,.540,2.2,8.6,0.4,,17.4,1.6,2.4,12/13,25.1,r/robinna01.html,31.4,3.3,.183,1.7,82,28,-1.6,robinna01,2086,5.1,5.9
.003,,-0.7,-0.002,PF,Thomas Robinson,TOT,-0.9,19.3,.451,2.0,21.3,1.9,,10.9,13.0,0.9,12/13,19.1,r/robinth01.html,6.7,-4.4,.340,-4.5,70,21,-0.1,robinth01,1056,17.1,-0.1
.000,,-0.6,-0.010,PF,Thomas Robinson,SAC,-0.7,19.2,.450,1.6,21.3,2.0,,10.6,12.7,0.5,12/13,18.6,r/robinth01.html,6.8,-4.3,.292,-4.8,51,21,-0.4,robinth01,809,16.9,-0.2
.013,,-0.1,.024,PF,Thomas Robinson,HOU,-0.3,19.5,.454,3.2,21.3,1.5,,12.0,13.9,0.4,12/13,20.8,r/robinth01.html,6.2,-4.6,.487,-3.4,19,21,1.2,robinth01,247,17.7,0.1
.108,,1.3,.108,PG,Rajon Rondo,BOS,1.2,22.6,.516,2.6,13.6,0.5,,18.1,3.7,2.0,12/13,21.7,r/rondora01.html,49.3,1.1,.200,1.8,38,26,0.7,rondora01,1423,8.8,3.2
.429,,-0.3,.034,SG,Terrence Ross,TOR,0.0,9.2,.491,1.8,10.6,0.9,,10.4,3.3,0.8,12/13,19.6,r/rosste01.html,7.2,-1.3,.092,-2.9,73,21,-1.7,rosste01,1239,6.9,0.9
.257,,-0.1,-0.017,SG,Brandon Roy,MIN,-0.1,15.1,.368,1.3,10.6,0.0,,8.3,2.7,0.1,12/13,17.0,r/roybr01.html,28.8,-3.9,.286,-5.5,5,28,-1.5,roybr01,122,6.6,0.0
.179,,1.6,.085,PG,Ricky Rubio,MIN,0.4,21.4,.482,4.2,12.9,0.2,,16.2,2.9,2.6,12/13,21.2,r/rubiori01.html,38.8,0.0,.514,1.8,57,22,1.8,rubiori01,1691,7.7,3.0
.222,,0.0,.051,SF,Brandon Rush,GSW,0.0,22.5,.678,0.0,4.3,0.0,,11.9,0.0,0.0,12/13,23.9,r/rushbr01.html,14.5,-1.8,.333,-7.1,2,27,-5.3,rushbr01,25,2.2,0.0
.000,,-0.3,-0.024,C,Robert Sacre,LAL,-0.2,15.9,.407,0.0,13.2,3.6,,3.4,5.0,0.1,12/13,13.8,s/sacrero01.html,4.3,-7.3,.229,-7.5,32,23,-0.2,sacrero01,203,9.2,-0.1
.436,,0.1,.034,SF,John Salmons,SAC,1.8,11.4,.509,1.1,9.0,0.9,,10.2,1.6,-0.1,12/13,14.5,s/salmojo01.html,14.8,-0.2,.180,-1.8,76,33,-1.7,salmojo01,2278,5.2,1.6
.017,,-0.3,-0.016,C,Samardo Samuels,CLE,-0.1,7.8,.411,0.8,11.2,1.2,,6.2,5.6,0.0,12/13,17.4,s/samuesa01.html,6.3,-5.3,.400,-7.7,18,24,-2.5,samuesa01,196,8.3,-0.1
.003,,2.2,.149,C,Larry Sanders,MIL,2.3,11.6,.523,1.4,25.8,7.6,,18.7,12.0,3.7,12/13,16.9,s/sandela01.html,6.8,-1.8,.225,2.5,71,24,4.3,sandela01,1937,18.6,6.0
.017,,1.1,.096,PF,Luis Scola,PHO,2.4,11.0,.516,1.6,20.4,1.2,,16.7,8.1,1.9,12/13,23.3,s/scolalu01.html,14.5,-0.3,.251,-0.1,82,32,0.2,scolalu01,2184,14.1,4.4
.007,,-0.4,.110,PF,Mike Scott,ATL,0.5,10.9,.533,0.6,21.3,0.4,,16.3,12.1,0.4,12/13,23.7,s/scottmi01.html,5.4,-3.2,.381,-6.4,40,24,-3.2,scottmi01,376,16.7,0.9
.554,,3.1,.146,SG,Thabo Sefolosha,OKC,3.6,11.4,.617,2.4,12.4,1.5,,12.8,3.2,3.1,12/13,11.4,s/sefolth01.html,8.2,1.9,.148,3.5,81,28,1.6,sefolth01,2229,8.2,6.8
.273,,-0.1,-0.143,PG,Josh Selby,MEM,-0.3,20.7,.373,1.8,10.2,0.0,,0.1,0.0,0.1,12/13,26.4,s/selbyjo01.html,10.5,-9.4,.500,-11.6,10,21,-2.2,selbyjo01,59,5.0,-0.2
.000,,-1.6,.004,C,Kevin Seraphin,WAS,-2.1,14.7,.478,0.7,15.5,2.7,,10.3,6.8,2.2,12/13,23.5,s/serapke01.html,6.1,-5.6,.123,-5.7,79,23,-0.1,serapke01,1721,11.1,0.1
.158,,0.0,.084,SG,Ramon Sessions,CHA,2.9,11.2,.529,1.5,10.1,0.3,,17.7,1.8,0.0,12/13,25.7,s/sessira01.html,25.5,1.4,.513,-2.1,61,26,-3.5,sessira01,1652,5.9,2.9
.087,,-0.1,-0.017,SF,Tornike Shengelia,BRK,-0.1,26.8,.499,1.7,17.9,0.8,,8.5,11.4,0.1,12/13,20.3,s/shengto01.html,5.1,-5.5,.696,-6.4,19,21,-0.9,shengto01,93,14.6,0.0
.462,,0.7,.094,SG,Iman Shumpert,NYK,1.0,11.1,.516,2.3,12.8,0.6,,11.7,3.5,1.0,12/13,15.6,s/shumpim01.html,11.6,0.2,.171,0.6,45,22,0.4,shumpim01,996,8.0,1.9
.454,,-0.1,.020,SG,Alexey Shved,MIN,-0.6,17.3,.474,1.5,8.6,1.1,,11.0,2.5,1.4,12/13,20.6,s/shvedal01.html,25.2,-1.0,.236,-2.1,77,24,-1.1,shvedal01,1840,5.4,0.8
.000,,0.0,.061,C,Henry Sims,NOH,0.0,25.0,.667,0.0,0.0,0.0,,29.2,46.8,0.0,12/13,37.2,s/simshe01.html,0.0,4.1,.000,-9.1,2,22,-13.2,simshe01,5,23.8,0.0
.312,,0.1,.048,SF,Kyle Singler,DET,1.1,12.3,.517,1.3,11.3,1.3,,10.0,5.4,1.2,12/13,15.8,s/singlky01.html,5.3,-1.2,.193,-1.9,82,24,-0.7,singlky01,2293,8.3,2.3
.149,,-0.3,.028,PF,Chris Singleton,WAS,-1.0,14.2,.425,2.1,16.1,2.1,,7.8,6.1,1.5,12/13,15.7,s/singlch01.html,6.3,-5.2,.290,-3.3,57,23,1.9,singlch01,924,11.0,0.5
.244,,-0.3,.017,SG-PG,Donald Sloan,TOT,0.0,13.6,.455,1.0,11.5,0.0,,9.6,1.3,0.0,12/13,17.5,s/sloando01.html,22.0,-3.1,.321,-6.3,23,25,-3.2,sloando01,263,6.2,0.1
.244,,-0.3,.022,SG,Donald Sloan,CLE,0.1,12.7,.455,1.0,11.8,0.0,,9.9,1.3,0.0,12/13,17.7,s/sloando01.html,22.0,-2.9,.321,-6.0,20,25,-3.1,sloando01,257,6.3,0.1
,,0.0,-0.212,PG,Donald Sloan,NOH,0.0,100.0,,0.0,0.0,0.0,,-3.3,0.0,0.0,12/13,7.8,s/sloando01.html,22.3,-13.6,,-20.0,3,25,-6.4,sloando01,6,0.0,0.0
.004,,0.4,.172,C,Greg Smith,HOU,2.8,11.0,.636,0.8,21.2,2.7,,16.1,11.5,1.2,12/13,14.7,s/smithgr02.html,3.5,-0.4,.474,-0.5,70,22,-0.1,smithgr02,1110,16.4,4.0
.170,,-0.5,-0.040,PG,Ish Smith,TOT,-0.8,18.6,.379,2.1,10.7,1.3,,8.5,2.6,0.4,12/13,17.4,s/smithis01.html,25.0,-5.4,.044,-6.2,52,24,-0.8,smithis01,516,6.6,-0.4
.147,,-0.5,-0.073,PG,Ish Smith,ORL,-0.8,18.5,.357,1.8,10.5,1.2,,7.2,3.3,0.2,12/13,17.6,s/smithis01.html,22.2,-6.1,.060,-7.0,36,24,-0.8,smithis01,378,6.9,-0.6
.233,,-0.1,.049,PG,Ish Smith,MIL,0.0,18.9,.442,2.9,11.3,1.6,,12.1,0.8,0.2,12/13,16.7,s/smithis01.html,32.7,-3.5,.000,-4.0,16,24,-0.5,smithis01,138,5.8,0.1
.349,,2.2,.120,SG,J.R. Smith,NYK,4.0,8.8,.522,2.0,16.3,0.8,,17.6,2.7,2.7,12/13,26.5,s/smithjr01.html,14.5,1.8,.249,1.3,80,27,-0.5,smithjr01,2678,9.3,6.7
.012,,0.0,.095,C,Jason Smith,NOH,1.1,12.5,.544,0.9,16.9,4.3,,16.8,8.6,0.6,12/13,23.4,s/smithja02.html,7.0,-1.5,.299,-2.1,51,26,-0.6,smithja02,876,12.7,1.7
.170,,2.8,.075,PF,Josh Smith,ATL,-0.3,14.6,.501,1.8,21.3,3.9,,17.7,5.8,4.5,12/13,26.7,s/smithjo03.html,20.9,-1.0,.272,2.1,76,27,3.2,smithjo03,2683,13.6,4.2
.246,,-0.5,-0.082,PG,Nolan Smith,POR,-0.6,18.7,.435,1.3,8.2,0.3,,7.1,2.8,0.1,12/13,24.7,s/smithno01.html,19.9,-5.3,.246,-8.6,40,24,-3.3,smithno01,288,5.5,-0.5
.017,,-0.5,.104,C,Marreese Speights,TOT,1.1,10.8,.498,1.0,22.3,3.3,,17.3,12.7,1.7,12/13,25.8,s/speigma01.html,6.5,-2.4,.300,-3.5,79,25,-1.1,speigma01,1300,17.4,2.8
.020,,-0.2,.116,C,Marreese Speights,MEM,0.3,11.2,.474,0.9,23.5,3.8,,16.1,15.2,1.1,12/13,24.8,s/speigma01.html,5.5,-3.1,.271,-3.2,40,25,-0.1,speigma01,579,19.3,1.4
.015,,-0.3,.094,C,Marreese Speights,CLE,0.9,10.5,.515,1.0,21.4,2.9,,18.2,10.7,0.6,12/13,26.6,s/speigma01.html,7.4,-1.9,.320,-3.8,39,25,-2.0,speigma01,721,15.8,1.4
.004,,2.5,.197,PF,Tiago Splitter,SAS,4.7,12.7,.609,1.6,20.3,2.3,,18.7,8.8,3.5,12/13,18.2,s/splitti01.html,10.0,0.6,.506,2.9,81,28,2.4,splitti01,1997,14.9,8.2
.517,,-0.3,.037,SF,Jerry Stackhouse,BRK,0.2,11.6,.500,0.7,6.1,0.6,,8.5,1.1,0.2,12/13,17.5,s/stackje01.html,10.4,-1.4,.134,-4.1,37,38,-2.7,stackje01,544,3.6,0.4
.314,,1.7,.115,SG,Lance Stephenson,IND,1.8,14.4,.530,1.9,12.3,0.5,,11.8,2.3,3.6,12/13,15.2,s/stephla01.html,16.2,-0.6,.192,0.9,78,22,1.6,stephla01,2278,7.4,5.5
.798,,0.1,.061,SG,DeShawn Stevenson,ATL,0.5,7.8,.522,1.3,10.1,0.4,,8.1,1.8,0.9,12/13,11.8,s/stevede01.html,6.5,-0.9,.088,-1.5,56,31,-0.6,stevede01,1158,6.0,1.5
.000,,0.2,.069,C,Greg Stiemsma,MIN,-0.3,16.1,.498,1.9,19.5,5.8,,10.5,5.6,2.0,12/13,13.6,s/stiemgr01.html,3.9,-5.1,.248,-1.4,76,27,3.7,stiemgr01,1209,12.3,1.7
.000,,0.0,.128,PG,Julyan Stone,DEN,0.1,34.7,.931,1.8,3.9,0.0,,11.4,8.2,0.0,12/13,8.9,s/stoneju01.html,9.3,1.4,2.000,0.7,4,24,-0.7,stoneju01,28,6.0,0.1
.000,,0.1,.191,PF,Amar'e Stoudemire,NYK,2.1,13.4,.637,0.8,15.1,2.7,,22.1,10.0,0.6,12/13,25.7,s/stoudam01.html,3.6,0.6,.487,-1.4,29,30,-2.0,stoudam01,682,12.4,2.7
.243,,-0.3,.055,SG,Rodney Stuckey,DET,1.7,13.4,.505,1.2,9.1,0.6,,13.0,2.2,0.8,12/13,21.0,s/stuckro01.html,20.3,-0.5,.364,-2.5,76,26,-2.0,stuckro01,2171,5.6,2.5
.022,,0.3,.146,PF,Jared Sullinger,BOS,1.3,10.3,.534,1.3,22.1,1.9,,13.5,12.6,1.4,12/13,14.9,s/sullija01.html,6.2,-1.6,.280,-0.6,45,20,0.9,sullija01,892,17.5,2.7
.000,,0.0,-0.124,PF,DaJuan Summers,LAC,0.0,0.0,.250,0.0,33.5,0.0,,4.3,0.0,0.0,12/13,26.1,s/summeda01.html,21.7,-10.8,.000,-12.6,2,25,-1.9,summeda01,7,17.0,0.0
.386,,-0.5,.039,SF,Jeffery Taylor,CHA,1.2,9.7,.531,1.6,7.7,0.8,,10.3,3.8,0.0,12/13,14.9,t/tayloje03.html,7.0,-0.9,.258,-3.3,77,23,-2.4,tayloje03,1507,5.7,1.2
.149,,-0.3,-0.077,PG,Tyshawn Taylor,BRK,-0.6,20.2,.430,3.2,8.6,0.0,,6.2,1.1,0.2,12/13,25.8,t/tayloty01.html,15.9,-6.3,.310,-7.7,38,22,-1.4,tayloty01,221,4.8,-0.4
.255,,0.8,.111,PG,Jeff Teague,ATL,3.5,17.6,.543,2.3,6.7,0.8,,16.8,1.1,2.6,12/13,23.0,t/teaguje01.html,36.1,0.8,.232,-0.7,80,24,-1.5,teaguje01,2628,3.9,6.1
.204,,-0.5,-0.031,PG,Marquis Teague,CHI,-0.7,22.6,.412,1.2,12.1,1.3,,6.0,0.9,0.4,12/13,18.2,t/teaguma01.html,25.6,-6.3,.142,-7.3,48,19,-1.0,teaguma01,392,6.4,-0.3
.584,,0.1,.087,PF,Mirza Teletovic,BRK,0.5,9.5,.495,1.4,14.8,1.2,,12.3,7.8,0.5,12/13,19.4,t/teletmi01.html,7.7,0.4,.059,-1.1,53,27,-1.6,teletmi01,499,11.2,0.9
.485,,-0.2,.039,PG,Sebastian Telfair,TOT,0.3,15.9,.488,2.0,8.5,0.8,,10.9,1.5,0.5,12/13,18.5,t/telfase01.html,23.9,-1.0,.223,-3.0,59,27,-2.0,telfase01,980,4.9,0.8
.457,,-0.2,.042,PG,Sebastian Telfair,PHO,0.3,16.3,.505,1.8,8.2,0.9,,10.9,1.7,0.4,12/13,18.2,t/telfase01.html,21.9,-1.0,.231,-2.9,46,27,-1.9,telfase01,795,4.9,0.7
.597,,-0.1,.029,PG,Sebastian Telfair,TOR,0.0,14.1,.416,2.6,9.8,0.4,,10.7,0.6,0.1,12/13,19.6,t/telfase01.html,32.5,-1.0,.194,-3.3,13,27,-2.3,telfase01,185,5.1,0.1
.310,,0.2,.049,SG,Garrett Temple,WAS,-0.3,18.2,.478,2.3,9.1,1.2,,8.8,2.8,1.5,12/13,13.2,t/templga01.html,15.5,-2.9,.143,-1.2,51,26,1.7,templga01,1156,5.9,1.2
.511,,0.7,.091,SG,Jason Terry,BOS,2.1,12.6,.566,1.6,7.6,0.4,,12.8,1.1,1.9,12/13,18.0,t/terryja01.html,14.9,0.7,.202,-0.6,79,35,-1.3,terryja01,2124,4.4,4.0
.000,,0.5,.134,C,Hasheem Thabeet,OKC,0.7,24.1,.619,2.0,17.5,5.9,,11.6,11.1,1.5,12/13,10.1,t/thabeha01.html,2.0,-2.1,.500,0.8,66,25,3.0,thabeha01,770,14.5,2.2
.386,,1.0,.114,PG,Isaiah Thomas,SAC,5.2,12.7,.574,1.6,7.3,0.1,,17.5,1.5,-0.1,12/13,23.0,t/thomais02.html,24.6,3.5,.345,-0.2,79,23,-3.7,thomais02,2122,4.4,5.0
.012,,0.2,.135,PF,Kurt Thomas,NYK,0.6,8.3,.547,1.4,20.1,3.5,,13.3,6.9,0.5,12/13,11.5,t/thomaku01.html,8.3,-1.7,.157,0.4,39,40,2.2,thomaku01,392,13.3,1.1
