fg3a_per_fga_pct,Yyy,vorp,ws_per_48,pos,player,team_id,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,Xxx,per,orb_pct,dws,season,usg_pct,link,ast_pct,obpm,fta_per_fga_pct,bpm,g,age,dbpm,pseudo,mp,trb_pct,ws
.058,,1.3,.139,PF,Shareef Abdur-Rahim,POR,3.9,13.0,.581,1.4,16.0,1.0,,18.7,7.9,1.5,04/05,22.1,a/abdursh01.html,10.7,1.4,.379,0.8,54,28,-0.5,abdursh01,1867,12.1,5.4
.388,,-0.1,.002,SG,Cory Alexander,CHA,-0.2,25.9,.451,2.3,12.6,0.4,,8.8,4.3,0.2,04/05,16.2,a/alexaco01.html,27.7,-2.9,.245,-3.4,16,31,-0.5,alexaco01,201,8.2,0.0
.000,,0.0,.100,PF,Malik Allen,TOT,0.6,8.7,.512,0.9,13.3,3.2,,14.2,9.0,0.5,04/05,18.1,a/allenma01.html,5.7,-2.0,.158,-2.3,36,26,-0.3,allenma01,519,11.0,1.1
.000,,0.1,.113,PF,Malik Allen,MIA,0.3,11.8,.505,0.9,12.7,3.3,,13.6,11.8,0.3,04/05,17.5,a/allenma01.html,7.0,-1.7,.184,-1.1,14,26,0.6,allenma01,248,12.2,0.6
.000,,-0.1,.088,PF,Malik Allen,CHA,0.3,6.1,.518,1.0,13.8,3.1,,14.8,6.4,0.2,04/05,18.7,a/allenma01.html,4.6,-2.4,.139,-3.4,22,26,-1.0,allenma01,271,9.9,0.5
.372,,4.4,.168,SG,Ray Allen,SEA,9.7,9.2,.555,1.5,10.7,0.1,,20.9,3.2,1.0,04/05,28.0,a/allenra02.html,18.1,5.6,.286,3.7,78,29,-1.9,allenra02,3064,6.9,10.7
.080,,0.6,.103,SG,Tony Allen,BOS,1.2,14.5,.542,3.1,12.3,1.4,,14.7,8.0,1.6,04/05,18.9,a/allento01.html,8.2,-0.7,.393,-0.1,77,23,0.6,allento01,1262,10.2,2.7
.399,,2.4,.098,PG,Rafer Alston,TOR,3.8,13.5,.522,2.2,10.1,0.2,,16.5,1.7,1.7,04/05,21.2,a/alstora01.html,31.7,2.6,.265,1.5,80,28,-1.2,alstora01,2717,5.8,5.5
.008,,1.2,.152,C,Chris Andersen,NOH,2.7,12.7,.581,0.5,23.6,5.6,,18.5,10.9,1.8,04/05,16.4,a/anderch01.html,9.1,-1.1,.531,1.2,67,26,2.4,anderch01,1430,17.0,4.5
.386,,0.0,.052,SG,Derek Anderson,POR,0.7,14.0,.503,1.6,9.2,0.2,,11.7,2.4,0.6,04/05,18.5,a/anderde01.html,18.9,-0.3,.223,-2.1,47,30,-1.8,anderde01,1239,6.0,1.3
.065,,-0.4,.011,PG,Kenny Anderson,TOT,-0.1,18.4,.467,2.3,10.5,0.0,,10.1,3.6,0.3,04/05,16.1,a/anderke01.html,22.2,-2.9,.184,-4.4,43,34,-1.5,anderke01,743,6.9,0.2
.068,,-0.4,.016,PG,Kenny Anderson,ATL,0.0,18.2,.473,2.4,10.3,0.0,,10.4,3.6,0.3,04/05,15.8,a/anderke01.html,21.8,-2.7,.195,-4.2,39,34,-1.5,anderke01,717,6.7,0.2
.000,,0.0,-0.125,PG,Kenny Anderson,LAC,-0.1,21.4,.364,0.0,17.9,0.0,,2.9,4.8,0.0,04/05,24.9,a/anderke01.html,33.4,-6.8,.000,-9.4,4,34,-2.6,anderke01,26,11.5,-0.1
.134,,0.3,.085,SF-SG,Shandon Anderson,TOT,0.5,16.9,.518,1.8,14.4,0.9,,9.0,4.3,1.6,04/05,11.8,a/andersh01.html,8.7,-2.5,.304,-1.0,66,31,1.4,andersh01,1171,9.5,2.1
.500,,0.0,-0.172,SG,Shandon Anderson,NYK,-0.1,33.3,.000,0.0,0.0,0.0,,-6.5,5.8,0.0,04/05,6.8,a/andersh01.html,0.0,-8.9,.000,-10.9,1,31,-2.0,andersh01,20,2.9,-0.1
.130,,0.3,.090,SF,Shandon Anderson,MIA,0.5,16.7,.522,1.8,14.6,0.9,,9.2,4.2,1.6,04/05,11.9,a/andersh01.html,8.8,-2.3,.307,-0.9,65,31,1.5,andersh01,1151,9.6,2.2
.128,,0.5,.090,SF,Carmelo Anthony,DEN,2.3,13.1,.526,1.3,12.5,0.9,,16.7,6.3,2.6,04/05,29.2,a/anthoca01.html,13.1,0.1,.466,-1.2,75,20,-1.3,anthoca01,2608,9.4,4.9
.017,,-0.7,.016,C,Rafael Araujo,TOR,-0.4,20.7,.492,1.5,19.7,0.8,,7.1,8.9,0.7,04/05,15.6,a/araujra01.html,3.4,-5.2,.314,-5.9,59,24,-0.7,araujra01,736,14.2,0.3
.369,,4.9,.169,PG,Gilbert Arenas,WAS,9.2,11.8,.565,2.2,10.5,0.5,,21.3,2.8,2.3,04/05,27.3,a/arenagi01.html,22.9,5.5,.420,4.0,80,23,-1.5,arenagi01,3274,6.5,11.5
.033,,0.4,.073,SF,Trevor Ariza,NYK,0.8,13.6,.503,2.7,13.1,1.0,,13.3,7.5,1.3,04/05,17.8,a/arizatr01.html,9.8,-1.6,.447,-1.0,80,19,0.7,arizatr01,1382,10.3,2.1
.401,,0.1,.039,PG,Darrell Armstrong,TOT,-0.2,17.9,.430,2.4,9.3,0.6,,11.0,4.0,1.0,04/05,17.3,a/armstda01.html,27.9,-1.2,.245,-1.6,66,36,-0.4,armstda01,988,6.7,0.8
.440,,0.0,-0.002,PG,Darrell Armstrong,NOH,-0.3,14.3,.422,2.0,9.6,0.4,,11.1,4.4,0.3,04/05,22.1,a/armstda01.html,28.5,-0.5,.132,-1.8,14,36,-1.3,armstda01,412,6.9,0.0
.347,,0.1,.069,PG,Darrell Armstrong,DAL,0.1,21.9,.440,2.7,9.1,0.8,,10.9,3.8,0.7,04/05,13.8,a/armstda01.html,27.5,-1.6,.398,-1.5,52,36,0.2,armstda01,576,6.5,0.8
.070,,-1.0,.043,PG,Carlos Arroyo,TOT,0.3,17.8,.466,1.7,6.5,0.2,,11.3,2.1,1.0,04/05,19.3,a/arroyca01.html,32.3,-2.3,.347,-4.8,70,25,-2.5,arroyca01,1448,4.3,1.3
.078,,-0.6,.027,PG,Carlos Arroyo,UTA,0.3,17.5,.474,1.5,6.0,0.3,,11.8,1.8,0.1,04/05,19.5,a/arroyca01.html,34.7,-1.5,.272,-5.1,30,25,-3.7,arroyca01,742,3.8,0.4
.061,,-0.4,.060,PG,Carlos Arroyo,DET,0.0,18.1,.458,1.9,7.1,0.1,,10.7,2.5,0.9,04/05,19.1,a/arroyca01.html,29.7,-3.1,.437,-4.5,40,25,-1.4,arroyca01,706,4.8,0.9
.500,,0.8,.074,PG,Chucky Atkins,LAL,4.7,13.1,.558,1.3,6.4,0.1,,13.4,1.2,-0.2,04/05,17.9,a/atkinch01.html,20.6,2.0,.223,-0.9,82,30,-2.9,atkinch01,2903,3.8,4.5
.000,,-0.2,.053,SF,Stacey Augmon,ORL,0.3,13.4,.480,1.8,9.0,0.9,,9.8,7.7,0.4,04/05,15.3,a/augmost01.html,8.1,-2.5,.461,-3.1,55,36,-0.6,augmost01,663,8.4,0.7
.000,,0.0,-0.057,PG,Maurice Baker,TOT,0.0,50.0,.000,2.8,5.8,0.0,,-0.2,6.3,0.0,04/05,4.8,b/bakerma01.html,7.2,-7.0,.000,-5.0,5,25,2.0,bakerma01,19,6.1,0.0
,,0.0,-0.009,PG,Maurice Baker,LAC,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,04/05,0.0,b/bakerma01.html,0.0,-5.9,,-6.2,1,25,-0.2,bakerma01,1,0.0,0.0
.000,,0.0,-0.059,PG,Maurice Baker,POR,0.0,50.0,.000,3.0,6.2,0.0,,-0.2,6.7,0.0,04/05,5.1,b/bakerma01.html,7.6,-7.1,.000,-4.9,4,25,2.2,bakerma01,18,6.4,0.0
.024,,-0.3,-0.091,PF-C,Vin Baker,TOT,-0.5,25.6,.354,0.5,12.7,1.5,,1.4,9.7,0.1,04/05,14.9,b/bakervi01.html,7.2,-7.2,.405,-7.7,27,33,-0.5,bakervi01,204,11.2,-0.4
.026,,-0.2,-0.074,PF,Vin Baker,NYK,-0.4,25.2,.370,0.6,12.4,1.6,,2.7,10.4,0.1,04/05,14.2,b/bakervi01.html,6.9,-6.4,.395,-6.9,24,33,-0.5,bakervi01,191,11.4,-0.3
.000,,-0.1,-0.344,C,Vin Baker,HOU,-0.1,29.1,.205,0.0,17.5,0.0,,-18.3,0.0,0.0,04/05,24.9,b/bakervi01.html,10.7,-18.3,.500,-19.8,3,33,-1.6,bakervi01,13,9.0,-0.1
.206,,0.2,.081,PG,Marcus Banks,BOS,0.8,18.1,.520,2.8,9.7,0.9,,12.3,3.0,1.2,04/05,17.2,b/banksma01.html,20.3,-1.3,.570,-1.5,81,23,-0.2,banksma01,1145,6.4,1.9
.393,,0.3,.081,PG,Leandro Barbosa,PHO,1.2,18.5,.575,1.4,9.2,0.4,,12.8,3.3,0.6,04/05,18.9,b/barbole01.html,16.7,0.5,.195,-0.8,63,22,-1.3,barbole01,1087,6.4,1.8
.146,,-0.1,.028,SF,Matt Barnes,SAC,-0.2,20.3,.465,2.2,13.1,0.7,,9.0,7.7,0.6,04/05,13.8,b/barnema02.html,11.1,-3.0,.384,-2.5,43,24,0.5,barnema02,715,10.4,0.4
.419,,-0.2,.041,PG,Andre Barrett,TOT,-0.1,16.9,.446,2.1,6.7,0.1,,8.6,2.7,0.5,04/05,15.0,b/barrean01.html,22.3,-2.4,.153,-3.5,38,22,-1.1,barrean01,483,4.7,0.4
.536,,-0.2,.017,PG,Andre Barrett,HOU,-0.3,17.9,.381,2.4,5.1,0.0,,5.6,1.9,0.4,04/05,13.4,b/barrean01.html,20.5,-3.9,.145,-4.4,27,22,-0.5,barrean01,314,3.5,0.1
.273,,0.0,.086,PG,Andre Barrett,ORL,0.2,15.7,.526,1.5,9.8,0.4,,14.0,4.0,0.1,04/05,18.1,b/barrean01.html,25.7,0.3,.164,-1.9,11,22,-2.2,barrean01,169,7.0,0.3
.610,,1.8,.168,SG,Brent Barry,SAS,3.5,11.0,.580,1.2,10.8,0.8,,14.0,1.9,2.7,04/05,15.6,b/barrybr01.html,16.3,1.7,.294,2.0,81,33,0.3,barrybr01,1742,6.4,6.1
.448,,1.1,.125,SG,Jon Barry,TOT,2.1,14.4,.570,2.1,10.1,0.5,,13.4,2.0,1.8,04/05,14.4,b/barryjo01.html,18.1,0.4,.193,0.8,69,35,0.4,barryjo01,1505,6.2,3.9
.416,,-0.1,.038,SG,Jon Barry,ATL,0.1,14.5,.502,2.7,7.6,0.6,,10.6,1.6,0.1,04/05,15.7,b/barryjo01.html,16.2,-1.5,.169,-3.4,16,35,-1.9,barryjo01,275,4.4,0.2
.457,,1.2,.144,SG,Jon Barry,HOU,2.0,14.3,.588,2.0,10.7,0.4,,14.0,2.1,1.7,04/05,14.2,b/barryjo01.html,18.5,0.8,.199,1.8,53,35,1.0,barryjo01,1230,6.5,3.7
.017,,-0.4,.051,C,Tony Battie,ORL,0.1,17.0,.498,0.8,20.0,3.0,,8.6,6.5,1.9,04/05,11.0,b/battito01.html,3.2,-3.9,.266,-2.9,81,28,1.0,battito01,1894,13.4,2.0
.289,,3.6,.149,SG,Shane Battier,MEM,4.4,9.5,.555,2.0,12.1,2.4,,14.8,7.6,3.4,04/05,14.8,b/battish01.html,8.3,1.3,.372,3.7,80,26,2.4,battish01,2516,9.8,7.8
.000,,-0.2,-0.266,PF,Lonny Baxter,NOH,-0.2,25.2,.253,0.0,13.7,0.0,,-8.0,12.6,0.0,04/05,20.5,b/baxtelo01.html,0.0,-14.4,.182,-20.6,4,26,-6.2,baxtelo01,36,13.2,-0.2
.201,,0.0,.060,SG,Raja Bell,UTA,1.6,9.7,.527,1.3,10.9,0.4,,12.2,3.2,0.6,04/05,20.9,b/bellra01.html,9.3,0.0,.225,-2.1,63,28,-2.1,bellra01,1790,7.0,2.2
.125,,-0.2,-0.120,SF,Jonathan Bender,IND,-0.3,19.0,.422,0.6,11.4,1.6,,5.8,6.5,0.1,04/05,27.1,b/bendejo01.html,8.6,-7.6,.150,-10.0,7,24,-2.3,bendejo01,93,9.0,-0.2
.188,,-0.3,.084,PG,Travis Best,NJN,0.8,11.7,.508,2.4,7.4,0.5,,11.9,1.5,1.8,04/05,18.4,b/besttr01.html,17.4,-2.1,.270,-2.9,76,32,-0.8,besttr01,1461,4.4,2.5
.288,,3.3,.133,PG,Mike Bibby,SAC,6.6,12.3,.543,2.1,9.2,0.7,,19.2,2.8,1.9,04/05,23.8,b/bibbymi01.html,28.1,3.5,.327,2.3,80,26,-1.2,bibbymi01,3084,6.0,8.5
.013,,0.2,.154,C,Andris Biedrins,GSW,0.7,11.2,.570,1.6,21.1,4.4,,14.8,12.7,0.6,04/05,12.4,b/biedran01.html,4.9,-1.9,.513,0.2,30,18,2.0,biedran01,384,16.7,1.2
.424,,4.2,.202,PG,Chauncey Billups,DET,8.6,14.3,.609,1.6,9.0,0.2,,19.0,2.0,3.5,04/05,20.7,b/billuch01.html,28.2,4.7,.418,3.8,80,28,-0.9,billuch01,2866,5.5,12.1
.500,,-0.5,.020,PG,Steve Blake,WAS,0.0,16.0,.468,1.0,9.5,0.0,,8.4,3.0,0.2,04/05,16.4,b/blakest01.html,16.2,-2.2,.220,-5.1,44,24,-2.9,blakest01,648,6.2,0.3
.002,,0.4,.063,C,Mark Blount,BOS,1.2,18.6,.559,0.8,13.6,2.3,,12.5,8.0,1.6,04/05,17.9,b/blounma01.html,9.9,-1.4,.265,-1.2,82,29,0.2,blounma01,2130,10.9,2.8
.400,,0.0,.059,SG,Tony Bobbitt,LAL,0.0,0.0,.500,0.0,28.0,0.0,,11.7,0.0,0.0,04/05,18.8,b/bobbito01.html,0.0,-5.5,.000,-13.9,2,25,-8.4,bobbito01,12,14.1,0.0
.251,,-0.3,.002,SG,Keith Bogans,CHA,-1.0,13.7,.465,2.0,10.1,0.3,,10.4,4.6,1.1,04/05,22.0,b/boganke01.html,12.6,-1.7,.266,-2.7,74,24,-1.1,boganke01,1791,7.2,0.1
.199,,0.7,.130,C,Matt Bonner,TOR,3.3,7.5,.596,1.3,13.1,0.9,,14.7,7.7,0.9,04/05,15.7,b/bonnema01.html,5.3,0.9,.153,-0.1,82,24,-1.1,bonnema01,1553,10.4,4.2
.009,,0.0,.101,C,Calvin Booth,TOT,0.3,11.6,.508,1.7,19.7,4.6,,11.9,7.4,0.7,04/05,13.8,b/boothca01.html,2.7,-3.7,.296,-2.1,51,28,1.5,boothca01,451,13.6,1.0
.013,,0.0,.106,C,Calvin Booth,DAL,0.1,8.5,.477,2.2,17.6,4.5,,11.7,7.0,0.5,04/05,16.1,b/boothca01.html,2.4,-3.9,.203,-2.5,34,28,1.4,boothca01,262,12.4,0.6
.000,,0.0,.096,C,Calvin Booth,MIL,0.2,18.2,.583,1.1,22.6,4.7,,12.2,8.0,0.2,04/05,10.6,b/boothca01.html,3.2,-3.3,.552,-1.6,17,28,1.7,boothca01,189,15.2,0.4
.001,,1.8,.111,PF,Carlos Boozer,UTA,2.7,14.5,.560,1.3,22.7,1.1,,19.2,9.6,1.4,04/05,24.6,b/boozeca01.html,15.9,1.8,.387,2.1,51,23,0.3,boozeca01,1772,16.0,4.1
.000,,0.0,.046,C,Curtis Borchardt,UTA,0.2,20.4,.492,0.6,20.5,3.2,,9.4,12.1,0.6,04/05,13.7,b/borchcu01.html,9.1,-2.9,.413,-2.2,67,24,0.8,borchcu01,859,16.2,0.8
.010,,1.8,.108,PF,Chris Bosh,TOR,3.9,13.1,.547,1.3,20.0,2.7,,17.5,7.1,2.9,04/05,21.7,b/boshch01.html,8.6,-0.8,.539,0.4,81,20,1.2,boshch01,3017,13.5,6.8
.423,,2.1,.111,SF,Bruce Bowen,SAS,2.1,8.1,.521,1.1,10.5,1.1,,9.5,2.2,4.0,04/05,12.5,b/bowenbr01.html,7.5,-0.6,.187,1.1,82,33,1.8,bowenbr01,2627,6.3,6.1
.054,,0.0,.087,SF,Ryan Bowen,HOU,0.2,5.5,.462,2.1,10.4,0.6,,7.7,4.2,0.9,04/05,9.9,b/bowenry01.html,4.7,-3.7,.189,-2.1,66,29,1.6,bowenry01,604,7.3,1.1
.201,,0.6,.133,PG,Earl Boykins,DEN,4.2,11.2,.530,1.9,5.6,0.4,,17.1,2.0,1.7,04/05,22.2,b/boykiea01.html,28.1,1.5,.368,-0.9,82,28,-2.4,boykiea01,2162,3.8,6.0
.042,,-0.1,.082,PF,Michael Bradley,TOT,0.1,15.4,.600,0.4,18.7,1.2,,11.7,7.6,0.1,04/05,12.1,b/bradlmi01.html,6.7,-2.7,.333,-3.9,18,25,-1.2,bradlmi01,119,13.2,0.2
.000,,0.0,.061,PF,Michael Bradley,ORL,0.0,12.5,.429,0.9,22.1,2.6,,8.3,6.2,0.1,04/05,6.3,b/bradlmi01.html,5.1,-4.7,.000,-3.4,8,25,1.3,bradlmi01,55,14.3,0.1
.000,,0.0,.076,PF,Michael Bradley,SAC,0.1,17.0,.615,0.0,14.0,0.0,,12.1,11.6,0.0,04/05,16.3,b/bradlmi01.html,6.5,-1.5,.500,-5.1,8,25,-3.5,bradlmi01,48,12.8,0.1
.200,,0.0,.174,PF,Michael Bradley,PHI,0.0,14.5,.765,0.0,21.3,0.0,,22.0,0.0,0.0,04/05,19.0,b/bradlmi01.html,12.7,0.6,.400,-2.3,2,25,-2.9,bradlmi01,16,10.5,0.1
.000,,0.2,.102,C,Shawn Bradley,DAL,0.4,13.4,.494,1.5,17.8,5.3,,11.0,9.0,1.5,04/05,12.5,b/bradlsh01.html,2.5,-3.4,.339,-1.0,77,32,2.4,bradlsh01,885,13.5,1.9
.000,,-0.1,.073,PF,Torraye Braggs,HOU,0.0,22.2,.429,0.0,23.7,0.0,,11.6,34.9,0.0,04/05,17.7,b/braggto01.html,0.0,-5.3,.000,-12.7,7,28,-7.4,braggto01,24,29.2,0.0
.002,,4.8,.169,PF,Elton Brand,LAC,6.9,11.1,.554,1.1,18.4,4.3,,22.4,12.2,3.7,04/05,25.4,b/brandel01.html,13.3,2.7,.387,4.4,81,25,1.6,brandel01,3001,15.4,10.6
.405,,-0.2,-0.074,PG,Jamison Brewer,NYK,-0.4,23.3,.363,2.3,10.2,0.4,,4.0,3.8,0.1,04/05,13.7,b/breweja01.html,9.4,-5.5,.351,-5.5,18,24,0.0,breweja01,185,7.0,-0.3
.000,,1.2,.104,C,Primoz Brezec,CHA,3.5,11.1,.550,0.8,16.2,1.8,,16.1,10.8,1.4,04/05,18.7,b/brezepr01.html,6.6,0.2,.291,0.1,72,25,-0.2,brezepr01,2276,13.3,4.9
.177,,-0.2,-0.073,SF,Damone Brown,WAS,-0.3,18.5,.409,0.3,13.8,2.9,,7.4,7.1,0.1,04/05,23.3,b/brownda02.html,15.4,-5.8,.145,-7.5,14,25,-1.8,brownda02,152,10.4,-0.2
.296,,0.7,.145,SG,Devin Brown,SAS,1.6,10.2,.530,1.7,13.1,0.7,,14.6,3.5,2.1,04/05,19.5,b/brownde02.html,12.4,-0.2,.318,0.4,67,26,0.6,brownde02,1238,8.3,3.7
.500,,0.0,.060,SF,Kedrick Brown,PHI,0.0,32.5,.577,2.8,20.7,1.4,,9.7,2.0,0.1,04/05,12.4,b/brownke01.html,10.3,-5.2,1.667,-3.2,8,23,2.0,brownke01,55,11.2,0.1
.000,,-0.6,.032,PF,Kwame Brown,WAS,-0.2,18.6,.497,1.4,17.2,1.2,,10.4,8.6,0.8,04/05,17.4,b/brownkw01.html,6.8,-3.9,.544,-4.4,42,22,-0.5,brownkw01,908,12.8,0.6
.000,,2.3,.118,PF,P.J. Brown,NOH,4.0,10.5,.512,1.4,20.6,1.4,,15.5,10.7,2.9,04/05,15.9,b/brownpj01.html,11.2,-0.5,.321,1.3,82,35,1.7,brownpj01,2817,15.5,6.9
.207,,-1.2,-0.021,PG,Tierre Brown,LAL,-0.5,16.3,.437,1.6,7.6,0.1,,9.5,2.2,0.0,04/05,19.3,b/brownti01.html,23.6,-3.5,.216,-6.6,76,25,-3.1,brownti01,1066,4.9,-0.5
.294,,-0.3,.048,PG,Rick Brunson,LAC,0.3,20.8,.460,2.3,9.8,0.3,,11.6,1.5,1.6,04/05,14.3,b/brunsri01.html,32.7,-1.4,.167,-2.6,80,32,-1.1,brunsri01,1945,5.8,1.9
.292,,4.5,.145,SG,Kobe Bryant,LAL,7.1,14.3,.563,1.7,12.4,1.4,,23.3,4.0,1.0,04/05,31.7,b/bryanko01.html,28.5,5.6,.502,4.6,66,26,-1.0,bryanko01,2689,8.2,8.1
.399,,1.8,.153,SG,Greg Buckner,DEN,3.0,12.6,.638,2.5,10.7,0.3,,13.7,5.0,1.8,04/05,11.4,b/buckngr01.html,13.2,1.9,.267,2.7,70,28,0.9,buckngr01,1522,7.9,4.8
.221,,-1.0,.030,SF,Rodney Buford,NJN,-0.8,6.4,.437,1.6,14.5,0.3,,9.5,3.0,1.6,04/05,19.4,b/buforro01.html,8.7,-4.0,.092,-5.0,64,27,-1.0,buforro01,1313,8.7,0.8
.183,,0.0,.103,PG,Antonio Burks,MEM,0.2,14.9,.534,3.2,6.0,0.4,,12.8,0.5,0.3,04/05,17.3,b/burksan01.html,21.9,-1.7,.317,-2.5,24,24,-0.9,burksan01,219,3.3,0.5
.126,,1.2,.093,SF,Caron Butler,LAL,4.1,9.9,.528,2.1,12.4,0.6,,15.8,6.0,1.2,04/05,20.7,b/butleca01.html,9.3,0.4,.322,-0.2,77,24,-0.7,butleca01,2746,9.2,5.3
.000,,0.0,1.333,C,Jackie Butler,NYK,0.1,17.0,1.025,10.6,0.0,0.0,,90.3,0.0,0.0,04/05,53.7,b/butleja01.html,0.0,24.8,.500,21.5,3,19,-3.3,butleja01,5,0.0,0.1
.374,,-0.3,.068,SF,Rasual Butler,MIA,0.3,7.9,.488,0.8,12.7,1.8,,10.3,1.5,1.4,04/05,18.1,b/butlera01.html,8.1,-2.0,.117,-2.9,65,25,-0.9,butlera01,1203,7.3,1.7
.203,,-0.1,.127,PF,Zarko Cabarkapa,TOT,0.9,12.7,.579,1.1,16.1,0.7,,16.9,7.7,0.4,04/05,21.9,c/cabarza01.html,9.0,-0.4,.367,-2.5,40,23,-2.1,cabarza01,475,11.7,1.3
.000,,0.0,.271,PF,Zarko Cabarkapa,PHO,0.1,0.0,.605,0.0,9.3,0.0,,32.4,20.5,0.0,04/05,29.5,c/cabarza01.html,0.0,3.3,.143,-7.5,3,23,-10.8,cabarza01,11,14.6,0.1
.212,,0.0,.124,PF,Zarko Cabarkapa,GSW,0.8,13.1,.578,1.1,16.2,0.8,,16.5,7.4,0.4,04/05,21.7,c/cabarza01.html,9.2,-0.5,.376,-2.3,37,23,-1.9,cabarza01,464,11.6,1.2
.007,,2.8,.138,C,Marcus Camby,DEN,1.2,13.2,.505,1.6,30.1,7.4,,18.0,7.5,4.5,04/05,17.2,c/cambyma01.html,12.0,-2.4,.288,3.4,66,30,5.8,cambyma01,2015,18.9,5.8
.016,,-0.5,.003,C,Elden Campbell,TOT,-0.6,16.5,.408,1.1,19.5,1.4,,7.2,8.5,0.6,04/05,21.2,c/campbel01.html,8.0,-7.1,.447,-7.3,40,36,-0.2,campbel01,390,14.0,0.0
.000,,-0.1,-0.064,C,Elden Campbell,NJN,-0.1,10.2,.114,0.0,19.5,1.6,,-1.4,7.1,0.1,04/05,9.2,c/campbel01.html,8.7,-10.0,.571,-9.3,10,36,0.7,campbel01,50,13.2,-0.1
.017,,-0.4,.013,C,Elden Campbell,DET,-0.5,16.8,.426,1.3,19.5,1.3,,8.4,8.7,0.6,04/05,23.0,c/campbel01.html,7.8,-6.7,.440,-7.0,30,36,-0.4,campbel01,340,14.1,0.1
.289,,1.4,.116,PF,Brian Cardinal,MEM,1.1,14.0,.510,3.3,13.5,1.0,,14.0,5.3,2.4,04/05,19.6,c/cardibr01.html,13.3,-0.1,.419,1.9,58,27,2.0,cardibr01,1433,9.4,3.5
.000,,0.0,.173,SG,Geno Carlisle,POR,0.1,15.1,.709,0.0,0.0,0.0,,18.1,7.5,0.0,04/05,19.1,c/carlige01.html,10.3,1.3,2.000,-4.2,6,28,-5.5,carlige01,16,3.6,0.1
.217,,-0.2,.078,SG,Matt Carroll,CHA,0.4,10.4,.517,2.1,13.2,0.4,,14.7,3.3,0.3,04/05,24.9,c/carroma01.html,6.8,-1.2,.461,-3.6,25,24,-2.4,carroma01,430,8.0,0.7
.096,,-0.4,.034,PG,Anthony Carter,MIN,-0.3,23.7,.454,2.5,8.4,1.7,,11.3,1.9,0.8,04/05,16.4,c/cartean01.html,32.2,-3.7,.288,-4.2,66,29,-0.5,cartean01,742,5.3,0.5
.203,,5.2,.159,SF-SG,Vince Carter,TOT,5.9,8.8,.541,2.1,12.6,1.3,,22.9,4.4,3.5,04/05,31.6,c/cartevi01.html,25.7,5.3,.299,5.3,77,28,0.0,cartevi01,2828,8.4,9.4
.195,,0.3,.068,SG,Vince Carter,TOR,0.5,6.2,.475,2.1,7.2,1.8,,17.0,5.1,0.4,04/05,26.7,c/cartevi01.html,18.5,1.2,.238,0.1,20,28,-1.1,cartevi01,608,6.1,0.9
.205,,4.8,.184,SF,Vince Carter,NJN,5.4,9.4,.556,2.0,14.1,1.2,,24.5,4.2,3.1,04/05,32.9,c/cartevi01.html,27.6,6.4,.313,6.7,57,28,0.3,cartevi01,2220,9.1,8.5
.150,,1.0,.119,PG,Sam Cassell,MIN,2.8,12.6,.529,1.3,9.5,0.7,,18.6,2.0,1.0,04/05,26.4,c/cassesa01.html,35.2,2.5,.226,0.6,59,35,-2.0,cassesa01,1522,5.9,3.8
.000,,1.0,.137,C,Kelvin Cato,ORL,2.1,15.1,.600,1.8,22.7,3.8,,14.9,7.6,2.2,04/05,12.1,c/catoke01.html,3.9,-1.5,.481,0.7,62,30,2.2,catoke01,1525,15.3,4.3
.392,,-0.5,-0.025,PG,Lionel Chalmers,LAC,-0.5,15.0,.409,1.6,7.3,0.0,,6.5,1.1,0.2,04/05,17.0,c/chalmli01.html,18.6,-3.6,.192,-6.3,36,24,-2.7,chalmli01,433,4.3,-0.2
.005,,2.8,.183,C,Tyson Chandler,CHI,2.8,17.2,.565,1.6,26.1,4.8,,16.4,13.4,5.5,04/05,14.0,c/chandty01.html,4.8,-1.8,.802,3.1,80,22,4.9,chandty01,2189,19.8,8.3
.011,,-0.8,.013,SG,Calbert Cheaney,GSW,-0.3,11.1,.444,0.9,11.0,1.1,,7.8,3.5,0.5,04/05,14.7,c/cheanca01.html,10.5,-4.8,.140,-5.3,55,33,-0.5,cheanca01,951,7.1,0.3
.087,,1.2,.093,SG,Josh Childress,ATL,3.7,12.5,.543,1.6,14.8,1.1,,15.2,9.1,0.9,04/05,16.0,c/childjo01.html,10.4,0.3,.360,0.0,80,21,-0.3,childjo01,2376,11.8,4.6
.187,,0.2,.030,SG,Doug Christie,TOT,-0.4,22.1,.471,2.7,10.1,0.8,,9.9,2.8,1.3,04/05,13.6,c/chrisdo01.html,18.3,-2.5,.235,-1.6,52,34,0.9,chrisdo01,1525,6.5,0.9
.191,,0.2,.046,SG,Doug Christie,SAC,0.2,22.9,.494,2.2,10.5,0.9,,11.0,3.3,0.7,04/05,13.2,c/chrisdo01.html,21.2,-1.9,.275,-1.3,31,34,0.6,chrisdo01,996,6.9,1.0
.180,,0.0,-0.001,SG,Doug Christie,ORL,-0.6,20.7,.432,3.5,9.4,0.7,,7.9,1.9,0.6,04/05,14.3,c/chrisdo01.html,12.8,-3.5,.172,-2.1,21,34,1.4,chrisdo01,529,5.7,0.0
