fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb
394,39,.442,C,192,30,Andrea Bargnani,NYK,558,.472,58,102,100,52,.824,108,84,45,13/14,.278,b/bargnan01.html,222,69,502,42,14,28,222,bargnan01,.487,1257,153
489,24,.399,SF,205,66,Harrison Barnes,GSW,738,.448,84,181,158,20,.718,190,130,116,13/14,.347,b/barneha02.html,271,66,679,78,65,21,311,barneha02,.419,2204,245
244,40,.438,SF,134,97,Matt Barnes,LAC,625,.530,85,90,185,28,.733,283,66,125,13/14,.343,b/barnema02.html,231,60,527,63,56,33,292,barnema02,.549,1735,232
123,0,.417,SG,55,10,Will Barton,POR,166,.449,18,32,31,7,.813,33,26,33,13/14,.303,b/bartowi01.html,65,16,156,41,9,23,74,bartowi01,.447,387,58
719,73,.486,PF,350,2,Brandon Bass,BOS,911,.487,102,239,190,71,.858,6,205,87,13/14,.333,b/bassbr01.html,352,161,725,82,36,28,470,bassbr01,.487,2266,309
65,56,.382,SF,32,73,Shane Battier,MIA,298,.515,21,23,124,39,.652,210,15,63,13/14,.348,b/battish01.html,105,34,275,73,50,35,138,battish01,.492,1468,104
417,82,.465,SF,236,145,Nicolas Batum,POR,1070,.554,208,203,156,57,.803,402,163,420,13/14,.361,b/batumni01.html,381,116,819,82,75,25,611,batumni01,.566,2956,495
405,19,.402,PG,172,76,Jerryd Bayless,TOT,666,.464,82,118,161,9,.797,212,94,194,13/14,.358,b/bayleje01.html,248,22,617,72,60,25,145,bayleje01,.425,1686,123
156,5,.377,PG,65,25,Jerryd Bayless,MEM,250,.429,22,57,72,5,.789,83,45,66,13/14,.301,b/bayleje01.html,90,8,239,31,20,25,59,bayleje01,.417,650,51
249,14,.418,PG,107,51,Jerryd Bayless,BOS,416,.485,60,61,89,4,.803,129,49,128,13/14,.395,b/bayleje01.html,158,14,378,41,40,25,86,bayleje01,.430,1036,72
163,4,.436,C,71,0,Aron Baynes,SAS,161,.436,36,21,77,5,.905,0,19,34,13/14,,b/baynear01.html,71,57,163,53,2,27,145,baynear01,.436,491,88
215,15,.429,SG,104,43,Kent Bazemore,TOT,403,.491,79,109,102,13,.606,128,66,91,13/14,.336,b/bazemke01.html,147,10,343,67,43,24,117,bazemke01,.484,911,107
58,0,.371,SG,26,10,Kent Bazemore,GSW,101,.423,28,36,42,6,.528,39,19,20,13/14,.256,b/bazemke01.html,36,5,97,44,12,24,40,bazemke01,.448,268,35
157,15,.451,SG,78,33,Kent Bazemore,LAL,302,.518,51,73,60,7,.644,89,47,71,13/14,.371,b/bazemke01.html,111,5,246,23,31,24,77,bazemke01,.497,643,72
806,73,.419,SG,343,138,Bradley Beal,WAS,1249,.479,128,189,153,18,.788,343,149,243,13/14,.402,b/bealbr01.html,481,54,1149,73,71,20,273,bealbr01,.426,2530,219
301,2,.499,SF,156,21,Michael Beasley,MIA,436,.528,57,79,93,21,.772,54,61,42,13/14,.389,b/beaslmi01.html,177,31,355,55,23,25,172,beaslmi01,.518,831,141
402,25,.485,SF,211,126,Marco Belinelli,SAS,911,.576,95,131,130,7,.847,293,111,179,13/14,.430,b/belinma01.html,337,18,695,80,50,27,226,belinma01,.525,2016,208
172,0,.356,PF,67,13,Anthony Bennett,CLE,217,.384,47,69,93,8,.638,53,44,17,13/14,.245,b/bennean01.html,80,49,225,52,21,20,155,bennean01,.390,663,106
226,55,.414,PG,107,92,Patrick Beverley,HOU,573,.509,66,102,174,23,.814,255,83,151,13/14,.361,b/beverpa01.html,199,72,481,56,77,25,196,beverpa01,.473,1751,124
1,0,1.000,C,1,0,Andris Biedrins,UTA,3,1.000,2,6,6,0,.167,0,1,0,13/14,,b/biedran01.html,1,2,1,6,0,27,17,biedran01,1.000,45,15
31,7,.304,SG,10,14,Chauncey Billups,DET,72,.392,25,12,25,1,.833,48,10,42,13/14,.292,b/billuch01.html,24,4,79,19,8,37,28,billuch01,.323,309,24
144,9,.611,C,88,0,Bismack Biyombo,CHA,222,.611,40,89,124,86,.517,0,46,8,13/14,,b/biyombi01.html,88,105,144,77,7,21,366,biyombi01,.611,1072,261
391,13,.534,PF,210,0,DeJuan Blair,DAL,497,.534,77,121,192,21,.636,2,77,70,13/14,.000,b/blairde01.html,210,139,393,78,60,24,368,blairde01,.537,1214,229
143,28,.377,PG,54,79,Steve Blake,TOT,378,.489,102,43,85,8,.767,210,33,307,13/14,.376,b/blakest01.html,133,13,353,55,54,33,159,blakest01,.378,1498,146
102,27,.378,PG,36,52,Steve Blake,LAL,256,.489,71,35,49,2,.800,131,28,205,13/14,.397,b/blakest01.html,88,8,233,27,34,33,103,blakest01,.353,891,95
41,1,.375,PG,18,27,Steve Blake,GSW,122,.488,31,8,36,6,.625,79,5,102,13/14,.342,b/blakest01.html,45,5,120,28,20,33,56,blakest01,.439,607,51
620,7,.476,PF,306,15,Andray Blatche,BRK,821,.487,110,221,166,38,.742,54,164,112,13/14,.278,b/blatcan01.html,321,120,674,73,75,27,390,blatcan01,.494,1618,270
416,40,.477,PG,215,50,Eric Bledsoe,PHO,763,.522,143,237,99,14,.772,140,183,235,13/14,.357,b/bledser01.html,265,27,556,43,69,24,202,bledser01,.517,1416,175
3,0,.500,SG,2,0,Vander Blue,BOS,5,.500,2,5,1,0,.200,1,1,1,13/14,.000,b/blueva01.html,2,0,4,3,0,21,3,blueva01,.667,15,3
0,0,.500,SG,0,3,Keith Bogans,BOS,12,.750,1,3,2,0,1.000,6,3,3,13/14,.500,b/boganke01.html,3,0,6,6,1,33,3,boganke01,,55,3
375,67,.627,C,235,0,Andrew Bogut,GSW,492,.627,97,64,210,121,.344,0,22,112,13/14,,b/bogutan01.html,235,182,375,67,47,29,671,bogutan01,.627,1769,489
66,0,.445,PF,31,42,Matt Bonner,SAS,197,.573,16,12,49,11,.750,98,9,31,13/14,.429,b/bonnema01.html,73,16,164,61,15,33,130,bonnema01,.470,690,114
401,45,.551,PF,222,0,Trevor Booker,WAS,491,.551,58,76,131,45,.618,2,47,64,13/14,.000,b/booketr01.html,222,149,403,72,41,26,379,booketr01,.554,1553,230
978,76,.456,PF,447,0,Carlos Boozer,CHI,1042,.456,154,193,216,22,.767,2,148,118,13/14,.000,b/boozeca01.html,447,137,980,76,53,32,632,boozeca01,.457,2141,495
735,79,.516,C,418,74,Chris Bosh,MIA,1281,.555,125,272,192,78,.820,218,223,87,13/14,.339,b/boshch01.html,492,98,953,79,80,29,522,boshch01,.569,2531,424
625,58,.438,PG,282,79,Avery Bradley,BOS,891,.485,96,112,145,11,.804,200,90,85,13/14,.395,b/bradlav01.html,361,48,825,60,63,23,226,bradlav01,.451,1855,178
330,15,.539,C,179,0,Elton Brand,ATL,419,.539,60,94,192,88,.649,2,61,74,13/14,.000,b/brandel01.html,179,97,332,73,40,34,361,brandel01,.542,1414,264
596,81,.481,SF,329,59,Corey Brewer,MIN,998,.517,105,227,210,30,.718,211,163,135,13/14,.280,b/breweco01.html,388,63,807,81,151,27,207,breweco01,.552,2609,144
7,3,.200,SF,2,1,Ronnie Brewer,TOT,7,.233,2,2,4,1,.000,8,0,10,13/14,.125,b/brewero02.html,3,2,15,24,6,28,14,brewero02,.286,160,12
7,3,.200,SF,2,1,Ronnie Brewer,HOU,7,.233,2,2,4,1,.000,8,0,10,13/14,.125,b/brewero02.html,3,2,15,23,6,28,14,brewero02,.286,158,12
0,0,,SF,0,0,Ronnie Brewer,CHI,0,,0,0,0,0,,0,0,0,13/14,,b/brewero02.html,0,0,0,1,0,28,0,brewero02,,2,0
333,12,.401,PG,137,96,Aaron Brooks,TOT,645,.484,117,95,146,13,.874,248,83,233,13/14,.387,b/brookaa01.html,233,43,581,72,52,29,140,brookaa01,.411,1557,97
131,0,.395,PG,50,54,Aaron Brooks,HOU,299,.498,51,44,76,6,.841,132,37,83,13/14,.409,b/brookaa01.html,104,23,263,43,25,29,62,brookaa01,.382,716,39
202,12,.406,PG,87,42,Aaron Brooks,DEN,346,.472,66,51,70,7,.902,116,46,150,13/14,.362,b/brookaa01.html,129,20,318,29,27,29,78,brookaa01,.431,841,58
100,0,.456,SG,44,13,MarShon Brooks,TOT,159,.508,24,44,21,4,.727,25,32,25,13/14,.520,b/brookma01.html,57,10,125,35,14,25,54,brookma01,.440,316,44
20,0,.375,SG,7,2,MarShon Brooks,BOS,31,.417,7,14,5,1,.786,4,11,4,13/14,.500,b/brookma01.html,9,1,24,10,1,25,19,brookma01,.350,73,18
11,0,.385,SG,5,0,MarShon Brooks,GSW,13,.385,0,4,0,0,.750,2,3,0,13/14,.000,b/brookma01.html,5,1,13,7,1,25,5,brookma01,.455,15,4
69,0,.489,SG,32,11,MarShon Brooks,LAL,115,.551,17,26,16,3,.692,19,18,21,13/14,.579,b/brookma01.html,43,8,88,18,12,25,30,brookma01,.464,228,22
56,0,.302,PG,23,3,Lorenzo Brown,PHI,64,.320,16,13,19,3,.692,30,9,41,13/14,.100,b/brownlo01.html,26,8,86,26,13,23,28,brownlo01,.411,224,20
64,1,.364,SG,24,0,Shannon Brown,TOT,63,.364,18,21,24,0,.714,2,15,9,13/14,.000,b/brownsh01.html,24,7,66,29,13,28,28,brownsh01,.375,251,21
26,1,.286,SG,8,0,Shannon Brown,SAS,23,.286,8,9,12,0,.778,2,7,5,13/14,.000,b/brownsh01.html,8,1,28,10,1,28,13,brownsh01,.308,103,12
38,0,.421,SG,16,0,Shannon Brown,NYK,40,.421,10,12,12,0,.667,0,8,4,13/14,,b/brownsh01.html,16,6,38,19,12,28,15,brownsh01,.421,148,9
57,6,.425,SG,28,3,Kobe Bryant,LAL,83,.445,34,21,9,1,.857,16,18,38,13/14,.188,b/bryanko01.html,31,2,73,6,7,35,26,bryanko01,.491,177,24
134,8,.394,SF,58,42,Chase Budinger,MIN,274,.476,24,39,58,2,.821,120,32,31,13/14,.350,b/budinch01.html,100,19,254,41,19,25,103,budinch01,.433,751,84
48,0,.355,SF,21,22,Reggie Bullock,LAC,115,.446,13,9,26,1,.778,73,7,12,13/14,.301,b/bullore01.html,43,11,121,43,9,22,54,bullore01,.438,395,43
561,68,.380,PG,230,111,Trey Burke,UTA,895,.442,131,113,145,6,.903,336,102,396,13/14,.330,b/burketr01.html,341,37,897,70,42,21,208,burketr01,.410,2262,171
688,12,.457,SG,330,50,Alec Burks,UTA,1089,.487,149,373,190,14,.748,143,279,212,13/14,.350,b/burksal01.html,380,59,831,78,69,22,257,burksal01,.480,2193,198
291,13,.394,SF,115,98,Caron Butler,TOT,587,.485,60,75,120,17,.840,249,63,82,13/14,.394,b/butleca01.html,213,21,540,56,47,33,229,butleca01,.395,1419,208
207,13,.387,SF,84,53,Caron Butler,MIL,374,.462,52,56,64,11,.839,147,47,56,13/14,.361,b/butleca01.html,137,16,354,34,23,33,158,butleca01,.406,821,142
84,0,.409,SF,31,45,Caron Butler,OKC,213,.530,8,19,56,6,.842,102,16,26,13/14,.441,b/butleca01.html,76,5,186,22,24,33,71,butleca01,.369,598,66
453,67,.397,SG,207,68,Jimmy Butler,CHI,878,.446,102,338,106,36,.769,240,260,175,13/14,.283,b/butleji01.html,275,87,693,67,127,24,330,butleji01,.457,2591,243
48,2,.464,SG,25,26,Rasual Butler,IND,136,.582,11,14,30,9,.571,62,8,17,13/14,.419,b/butlera01.html,51,6,110,50,7,34,41,butlera01,.521,378,35
31,0,.313,PG,10,5,Dwight Buycks,TOR,43,.365,10,9,11,0,.889,17,8,10,13/14,.294,b/buyckdw01.html,15,4,48,14,8,24,23,buyckdw01,.323,146,19
225,19,.418,C,94,0,Andrew Bynum,TOT,225,.418,34,49,31,29,.755,0,37,29,13/14,,b/bynuman01.html,94,53,225,26,6,26,145,bynuman01,.418,516,92
203,19,.419,C,85,0,Andrew Bynum,CLE,202,.419,30,42,28,28,.762,0,32,27,13/14,,b/bynuman01.html,85,47,203,24,6,26,126,bynuman01,.419,480,79
22,0,.409,C,9,0,Andrew Bynum,IND,23,.409,4,7,3,1,.714,0,5,2,13/14,,b/bynuman01.html,9,6,22,2,0,26,19,bynuman01,.409,36,13
368,3,.428,PG,164,20,Will Bynum,DET,485,.451,103,121,121,7,.802,62,97,216,13/14,.323,b/bynumwi01.html,184,24,430,56,39,31,99,bynumwi01,.446,1054,75
250,7,.457,SG,123,19,Nick Calathes,MEM,347,.487,101,72,117,8,.611,61,44,207,13/14,.311,c/calatni01.html,142,23,311,71,66,24,137,calatni01,.492,1173,114
323,81,.456,PG,150,191,Jose Calderon,DAL,925,.584,103,63,136,11,.825,425,52,377,13/14,.449,c/caldejo01.html,341,29,748,81,69,32,192,caldejo01,.464,2468,163
275,41,.396,SG,123,59,Kentavious Caldwell-Pope,DET,470,.460,28,61,145,12,.770,185,47,55,13/14,.319,c/caldwke01.html,182,38,460,80,75,20,156,caldwke01,.447,1583,118
32,0,.356,PG,13,18,Isaiah Canaan,HOU,101,.460,21,29,25,4,.724,55,21,22,13/14,.327,c/canaais01.html,31,7,87,22,8,22,24,canaais01,.406,252,17
374,73,.470,SF,205,97,DeMarre Carroll,ATL,810,.546,79,141,188,21,.773,268,109,134,13/14,.362,c/carrode01.html,302,107,642,73,108,27,403,carrode01,.548,2341,296
440,0,.407,SG,184,146,Vince Carter,DAL,967,.497,108,196,209,35,.821,371,161,212,13/14,.394,c/cartevi01.html,330,67,811,81,61,37,284,cartevi01,.418,1973,217
846,70,.405,PG,372,55,Michael Carter-Williams,PHI,1167,.431,247,367,213,43,.703,208,258,441,13/14,.264,c/cartemi01.html,427,101,1054,70,130,22,437,cartemi01,.440,2414,336
234,2,.422,PF,112,61,Omri Casspi,HOU,490,.496,72,122,100,14,.680,176,83,88,13/14,.347,c/casspom01.html,173,55,410,71,44,25,260,casspom01,.479,1283,205
334,73,.454,PG,167,87,Mario Chalmers,MIA,716,.531,162,163,210,16,.742,226,121,357,13/14,.385,c/chalmma01.html,254,41,560,73,119,27,214,chalmma01,.500,2178,173
321,55,.593,C,191,0,Tyson Chandler,NYK,480,.593,71,155,145,63,.632,1,98,59,13/14,.000,c/chandty01.html,191,159,322,55,36,31,529,chandty01,.595,1662,370
387,55,.416,SF,185,122,Wilson Chandler,DEN,846,.499,79,152,193,31,.724,351,110,114,13/14,.348,c/chandwi01.html,307,58,738,62,46,26,294,chandwi01,.478,1927,236
0,0,,SF,0,0,Josh Childress,NOP,0,,1,0,1,0,,0,0,2,13/14,,c/childjo01.html,0,0,0,4,1,30,3,childjo01,,24,3
31,0,.355,SF,13,9,Dionte Christmas,PHO,71,.427,6,24,19,3,.750,31,18,8,13/14,.290,c/chrisdi01.html,22,13,62,31,2,27,38,chrisdi01,.419,198,25
139,17,.372,PF,56,41,Earl Clark,TOT,257,.450,31,34,67,25,.647,122,22,18,13/14,.336,c/clarkea01.html,97,22,261,54,17,26,143,clarkea01,.403,768,121
124,17,.375,PF,50,40,Earl Clark,CLE,234,.458,30,24,61,19,.583,116,14,16,13/14,.345,c/clarkea01.html,90,20,240,45,16,26,127,clarkea01,.403,698,107
15,0,.333,PF,6,1,Earl Clark,NYK,23,.357,1,10,6,6,.800,6,8,2,13/14,.167,c/clarkea01.html,7,2,21,9,1,26,16,clarkea01,.400,70,14
36,0,.388,SG,15,11,Ian Clark,UTA,68,.470,14,7,24,2,.714,31,5,15,13/14,.355,c/clarkia01.html,26,3,67,23,8,22,19,clarkia01,.417,172,16
24,0,.405,SF,14,3,Victor Claver,POR,47,.440,11,11,16,3,.909,18,10,12,13/14,.167,c/clavevi01.html,17,9,42,21,3,25,39,clavevi01,.583,184,30
326,6,.414,PG,147,60,Norris Cole,MIA,527,.474,127,68,156,5,.779,174,53,248,13/14,.345,c/coleno01.html,207,17,500,82,77,25,160,coleno01,.451,2014,143
21,1,.458,C,11,0,Jason Collins,BRK,25,.458,7,4,30,1,.750,3,3,4,13/14,.000,c/collija04.html,11,7,24,22,8,35,19,collija04,.524,172,12
505,35,.467,PG,253,71,Darren Collison,LAC,911,.518,132,224,150,15,.857,189,192,297,13/14,.376,c/collida01.html,324,47,694,80,93,26,188,collida01,.501,2069,141
224,0,.556,PF,130,4,Nick Collison,OKC,338,.564,71,93,187,28,.710,17,66,104,13/14,.235,c/collini01.html,134,116,241,81,30,33,293,collini01,.580,1353,177
739,73,.450,PG,358,105,Mike Conley,MEM,1256,.500,150,276,141,13,.815,291,225,441,13/14,.361,c/conlemi01.html,463,41,1030,73,110,26,213,conlemi01,.484,2446,172
38,0,.470,SF,22,33,Chris Copeland,IND,153,.611,14,14,38,7,.714,79,10,18,13/14,.418,c/copelch01.html,55,7,117,41,3,29,32,copelch01,.579,265,25
1184,71,.496,C,591,0,DeMarcus Cousins,SAC,1614,.496,251,595,270,91,.726,7,432,207,13/14,.000,c/couside01.html,591,218,1191,71,109,23,831,couside01,.499,2298,613
3,0,.429,SF,2,4,Robert Covington,HOU,16,.571,1,0,3,0,,11,0,0,13/14,.364,c/covinro01.html,6,2,14,7,2,23,5,covinro01,.667,34,3
19,0,.364,SG,6,6,Allen Crabbe,POR,33,.455,3,4,10,1,.750,14,3,6,13/14,.429,c/crabbal01.html,12,1,33,15,2,21,9,crabbal01,.316,100,8
565,24,.416,SG,260,161,Jamal Crawford,LAC,1282,.496,135,322,120,12,.866,446,279,223,13/14,.361,c/crawfja01.html,421,34,1011,69,59,33,158,crawfja01,.460,2094,124
503,35,.415,SG,237,90,Jordan Crawford,TOT,890,.472,134,169,120,5,.864,285,146,281,13/14,.316,c/crawfjo02.html,327,28,788,81,47,25,183,crawfjo02,.471,1859,155
298,35,.413,SG,138,50,Jordan Crawford,BOS,536,.468,84,126,76,3,.873,157,110,224,13/14,.318,c/crawfjo02.html,188,18,455,39,34,25,120,crawfjo02,.463,1198,102
205,0,.417,SG,99,40,Jordan Crawford,GSW,354,.477,50,43,44,2,.837,128,36,57,13/14,.313,c/crawfjo02.html,139,10,333,42,13,25,63,crawfjo02,.483,661,53
145,8,.439,SF,80,50,Jae Crowder,DAL,356,.524,41,61,100,21,.754,151,46,60,13/14,.331,c/crowdja01.html,130,46,296,78,59,23,194,crowdja01,.552,1254,148
504,7,.464,PF,236,0,Dante Cunningham,MIN,510,.464,42,67,146,58,.567,5,38,83,13/14,.000,c/cunnida01.html,236,112,509,81,62,26,330,cunnida01,.468,1635,218
14,0,.286,SG,5,1,Jared Cunningham,TOT,26,.310,2,16,16,0,.813,7,13,8,13/14,.143,c/cunnija01.html,6,1,21,13,3,22,6,cunnija01,.357,80,5
1,0,.500,SG,1,0,Jared Cunningham,ATL,2,.500,2,2,3,0,.000,1,0,3,13/14,.000,c/cunnija01.html,1,0,2,5,0,22,1,cunnija01,1.000,22,1
13,0,.263,SG,4,1,Jared Cunningham,SAC,24,.289,0,14,13,0,.929,6,13,5,13/14,.167,c/cunnija01.html,5,1,19,8,3,22,5,cunnija01,.308,58,4
2,0,.333,PG,0,1,Seth Curry,TOT,3,.500,0,0,0,0,,1,0,0,13/14,1.000,c/curryse01.html,1,0,3,2,2,23,1,curryse01,.000,13,1
0,0,,PG,0,0,Seth Curry,MEM,0,,0,0,0,0,,0,0,0,13/14,,c/curryse01.html,0,0,0,1,0,23,0,curryse01,,4,0
2,0,.333,PG,0,1,Seth Curry,CLE,3,.500,0,0,0,0,,1,0,0,13/14,1.000,c/curryse01.html,1,0,3,1,2,23,1,curryse01,.000,9,1
768,78,.471,PG,391,261,Stephen Curry,GSW,1873,.566,294,348,194,14,.885,615,308,666,13/14,.424,c/curryst01.html,652,46,1383,78,128,25,334,curryst01,.509,2846,288
376,68,.568,C,214,0,Samuel Dalembert,DAL,529,.568,90,137,210,94,.737,1,101,38,13/14,.000,d/dalemsa01.html,214,200,377,80,41,32,541,dalemsa01,.569,1614,341
6,1,.484,SG,3,12,Troy Daniels,HOU,42,.677,3,0,6,0,,25,0,5,13/14,.480,d/danietr01.html,15,0,31,5,0,22,4,danietr01,.500,75,4
58,0,.351,SF,27,7,Luigi Datome,DET,83,.387,11,10,20,1,.800,39,8,11,13/14,.179,d/datomlu01.html,34,14,97,34,6,26,46,datomlu01,.466,238,32
118,0,.422,PF,52,2,Brandon Davies,PHI,144,.430,35,53,92,8,.642,10,34,28,13/14,.200,d/daviebr01.html,54,38,128,51,24,22,109,daviebr01,.441,575,71
996,66,.519,C,520,2,Anthony Davis,NOP,1394,.520,109,440,200,189,.791,9,348,105,13/14,.222,d/davisan02.html,522,207,1005,67,89,20,673,davisan02,.522,2358,466
290,4,.534,PF,155,0,Ed Davis,MEM,357,.534,40,89,114,43,.528,0,47,27,13/14,,d/davised01.html,155,92,290,63,17,24,260,davised01,.534,956,168
582,44,.457,PF,267,4,Glen Davis,TOT,641,.460,76,137,159,29,.693,11,95,77,13/14,.364,d/davisgl01.html,271,108,593,68,58,28,351,davisgl01,.459,1662,243
502,43,.453,PF,228,4,Glen Davis,ORL,545,.457,59,114,111,22,.675,10,77,70,13/14,.400,d/davisgl01.html,232,87,512,45,46,28,282,davisgl01,.454,1354,195
80,1,.481,PF,39,0,Glen Davis,LAC,96,.481,17,23,48,7,.783,1,18,7,13/14,.000,d/davisgl01.html,39,21,81,23,12,28,69,davisgl01,.488,308,48
31,1,.353,SF,12,12,Austin Daye,TOT,66,.441,5,10,18,4,.600,37,6,8,13/14,.324,d/dayeau01.html,24,5,68,22,4,25,27,dayeau01,.387,148,22
5,0,.231,SF,3,0,Austin Daye,TOR,8,.231,0,3,4,0,.667,8,2,2,13/14,.000,d/dayeau01.html,3,2,13,8,0,25,7,dayeau01,.600,33,5
26,1,.382,SF,9,12,Austin Daye,SAS,58,.491,5,7,14,4,.571,29,4,6,13/14,.414,d/dayeau01.html,21,3,55,14,4,25,20,dayeau01,.346,115,17
100,3,.418,SF,46,18,Nando De Colo,TOT,177,.477,35,35,48,6,.886,53,31,65,13/14,.340,d/decolna01.html,64,14,153,47,22,26,73,decolna01,.460,494,59
62,3,.452,SF,32,10,Nando De Colo,SAS,112,.505,21,22,25,3,.818,31,18,32,13/14,.323,d/decolna01.html,42,6,93,26,15,26,45,decolna01,.516,301,39
38,0,.367,SF,14,8,Nando De Colo,TOR,65,.433,14,13,23,3,1.000,22,13,33,13/14,.364,d/decolna01.html,22,8,60,21,7,26,28,decolna01,.368,193,20
83,6,.458,C,38,0,Dewayne Dedmon,TOT,97,.458,18,32,66,22,.656,0,21,5,13/14,,d/dedmode01.html,38,38,83,31,7,24,127,dedmode01,.458,390,89
1,0,.000,C,0,0,Dewayne Dedmon,GSW,1,.000,0,2,1,0,.500,0,1,0,13/14,,d/dedmode01.html,0,0,1,4,0,24,0,dedmode01,.000,6,0
29,0,.517,C,15,0,Dewayne Dedmon,PHI,37,.517,9,13,28,9,.538,0,7,3,13/14,,d/dedmode01.html,15,11,29,11,0,24,49,dedmode01,.517,150,38
53,6,.434,C,23,0,Dewayne Dedmon,ORL,59,.434,9,17,37,13,.765,0,13,2,13/14,,d/dedmode01.html,23,27,53,16,7,24,78,dedmode01,.434,234,51
141,4,.412,SG,65,57,Matthew Dellavedova,CLE,339,.508,60,48,121,5,.792,155,38,187,13/14,.368,d/dellama01.html,122,29,296,72,33,23,123,dellama01,.461,1271,94
671,63,.431,SF,314,57,Luol Deng,TOT,1011,.465,114,268,111,9,.791,189,212,183,13/14,.302,d/denglu01.html,371,99,860,63,62,28,361,denglu01,.468,2213,262
292,23,.452,SF,143,17,Luol Deng,CHI,438,.476,59,124,53,4,.815,62,101,85,13/14,.274,d/denglu01.html,160,40,354,23,24,28,158,denglu01,.490,860,118
379,40,.417,SF,171,40,Luol Deng,CLE,573,.457,55,144,58,5,.771,127,111,98,13/14,.315,d/denglu01.html,211,59,506,40,38,28,203,denglu01,.451,1353,144
1197,79,.429,SG,540,64,DeMar DeRozan,TOR,1791,.452,176,630,197,28,.824,210,519,313,13/14,.305,d/derozde01.html,604,51,1407,79,86,24,343,derozde01,.451,3017,292
468,24,.521,PF,257,45,Boris Diaw,SAS,717,.559,121,92,140,32,.739,112,68,222,13/14,.402,d/diawbo01.html,302,74,580,79,44,31,326,diawbo01,.549,1974,252
226,15,.498,C,112,1,Gorgui Dieng,MIN,286,.500,54,93,108,50,.634,1,59,39,13/14,1.000,d/dienggo01.html,113,103,227,60,30,24,300,dienggo01,.496,818,197
88,17,.384,PG,42,31,Toney Douglas,TOT,202,.466,34,34,81,5,.735,102,25,68,13/14,.304,d/douglto01.html,73,18,190,51,19,27,87,douglto01,.477,675,69
27,0,.372,PG,13,19,Toney Douglas,GSW,88,.483,16,8,34,2,.625,59,5,19,13/14,.322,d/douglto01.html,32,4,86,24,6,27,26,douglto01,.481,265,22
61,17,.394,PG,29,12,Toney Douglas,MIA,114,.452,18,26,47,3,.769,43,20,49,13/14,.279,d/douglto01.html,41,14,104,27,13,27,61,douglto01,.475,410,47
120,8,.440,SF,60,51,Chris Douglas-Roberts,CHA,339,.542,36,82,61,16,.805,132,66,51,13/14,.386,d/douglch01.html,111,16,252,49,29,27,119,douglch01,.500,1016,103
794,75,.505,SG,430,122,Goran Dragic,PHO,1542,.561,213,416,206,22,.760,299,316,447,13/14,.408,d/dragigo01.html,552,69,1093,76,104,27,245,dragigo01,.542,2668,176
767,81,.623,C,479,0,Andre Drummond,DET,1095,.623,110,328,273,131,.418,2,137,35,13/14,.000,d/drumman01.html,479,440,769,81,101,20,1071,drumman01,.625,2619,631
222,43,.438,SF,115,81,Jared Dudley,LAC,511,.529,56,58,146,10,.655,225,38,104,13/14,.360,d/dudleja01.html,196,36,447,74,41,28,160,dudleja01,.518,1729,124
901,74,.490,C,444,0,Tim Duncan,SAS,1119,.490,159,316,134,139,.731,5,231,220,13/14,.000,d/duncati01.html,444,158,906,74,43,37,721,duncati01,.493,2158,563
450,61,.430,SF,210,123,Mike Dunleavy,CHI,929,.510,108,164,163,46,.854,324,140,186,13/14,.380,d/dunlemi02.html,333,46,774,82,64,33,345,dunlemi02,.467,2584,299
1197,81,.503,SF,657,192,Kevin Durant,OKC,2593,.560,285,805,174,59,.873,491,703,445,13/14,.391,d/duranke01.html,849,58,1688,81,103,25,598,duranke01,.549,3122,540
3,0,.333,SF,1,0,Shane Edwards,CLE,2,.333,1,0,1,0,,0,0,0,13/14,,e/edwarsh01.html,1,1,3,2,0,26,2,edwarsh01,.333,12,1
67,1,.437,SG,30,25,Wayne Ellington,DAL,145,.536,11,11,33,2,.909,59,10,19,13/14,.424,e/ellinwa01.html,55,8,126,45,16,26,43,ellinwa01,.448,393,35
1069,82,.451,PG,507,69,Monta Ellis,DAL,1560,.478,264,430,197,23,.788,209,339,471,13/14,.330,e/ellismo01.html,576,38,1278,82,141,28,295,ellismo01,.474,3023,257
6,0,.500,C,3,0,Melvin Ely,NOP,6,.500,0,0,5,1,,0,0,0,13/14,,e/elyme01.html,3,0,6,2,0,35,1,elyme01,.500,27,1
330,4,.527,SF,175,0,Jeremy Evans,UTA,401,.527,40,75,139,46,.680,2,51,44,13/14,.000,e/evansje01.html,175,120,332,66,42,26,310,evansje01,.530,1209,190
150,20,.473,PF,71,0,Reggie Evans,TOT,214,.473,58,130,119,3,.554,0,72,21,13/14,,e/evansre01.html,71,115,150,54,37,33,334,evansre01,.473,899,219
59,6,.390,PF,23,0,Reggie Evans,BRK,81,.390,28,65,54,2,.538,0,35,5,13/14,,e/evansre01.html,23,53,59,30,13,33,149,evansre01,.390,399,96
91,14,.527,PF,48,0,Reggie Evans,SAC,133,.527,30,65,65,1,.569,0,37,16,13/14,,e/evansre01.html,48,62,91,24,24,33,185,evansre01,.527,500,123
