fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb,salary,college,weight,debut,height,shoots,fg3a_per_fga_pct,vorp,ws_per_48,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,per,orb_pct,dws,usg_pct,ast_pct,obpm,fta_per_fga_pct,bpm,dbpm,trb_pct,ws
1075,67,0.449,PF,512,157,Carmelo Anthony,NYK,1920,0.502,175,512,205,32,0.83,414,425,171,Dec-13,0.379,a/anthoca01.html,669,134,1489,67,52,28,460,anthoca01,0.476,2482,326,19450000,Syracuse University,108,2003,203,Right,0.278,2.8,0.184,7.5,9.3,0.56,1.1,15.9,1.1,24.8,6.1,2,35.6,14.1,4.7,0.344,2.4,-2.3,10.8,9.5
68,3,0.515,C,35,0,Joel Anthony,MIA,87,0.515,22,28,49,42,0.607,0,17,13,Dec-13,,a/anthojo01.html,35,45,68,62,13,30,115,anthojo01,0.515,566,70,3750000,"University of Nevada, Las Vegas",111,2007,206,Left,0,0.2,0.1,0.4,21.5,0.542,1.2,14.4,6.1,10.4,10.4,0.8,8.6,3.1,-3,0.412,-0.3,2.7,12.5,1.2
242,15,0.417,SF,112,76,Trevor Ariza,WAS,530,0.501,84,95,72,20,0.821,209,78,113,Dec-13,0.364,a/arizatr01.html,188,44,451,56,72,27,266,arizatr01,0.463,1471,222,7258960,"University of California, Los Angeles",97,2004,203,Right,0.463,1.3,0.102,0.7,14.6,0.538,2.5,16.9,1.1,14,3.3,2.4,17.9,12.7,-0.4,0.211,1.5,1.9,10,3.1
341,3,0.451,PF,157,5,Darrell Arthur,MEM,362,0.458,43,46,126,33,0.717,18,33,33,Dec-13,0.278,a/arthuda01.html,162,68,359,59,24,24,169,arthuda01,0.46,970,101,3006217,University of Kansas,106,2008,206,Right,0.05,-0.1,0.084,0.2,10.2,0.477,1.3,12.5,2.8,11.8,8.1,1.5,20.1,5.9,-2.9,0.128,-2.4,0.5,10.3,1.7
613,82,0.541,C,332,0,Omer Asik,HOU,832,0.541,173,299,223,87,0.562,1,168,75,Dec-13,0,a/asikom01.html,332,275,614,82,46,26,956,asikom01,0.542,2464,681,8374646,,115,2010,213,Right,0.002,0.5,0.108,2,18.8,0.558,0.9,31,2.7,14.9,12.8,3.5,16.3,4.6,-2.6,0.487,-1.3,1.3,22,5.5
104,5,0.35,PG,36,67,D.J. Augustin,IND,356,0.464,68,99,64,3,0.838,190,83,170,Dec-13,0.353,a/augusdj01.html,103,20,294,76,34,25,91,augusdj01,0.346,1226,71,3500000,University of Texas at Austin,83,2008,183,Right,0.646,0,0.112,1.4,16.8,0.527,1.5,6.3,0.2,11,1.9,1.5,15.1,21.6,-0.4,0.337,-1.9,-1.4,4.1,2.8
167,3,0.551,C,92,0,Gustavo Ayon,TOT,204,0.551,47,50,107,17,0.4,0,20,71,Dec-13,,a/ayongu01.html,92,60,167,55,22,27,199,ayongu01,0.551,734,139,1500000,,113,2012,208,Right,0,0.1,0.077,0.4,19.9,0.54,1.5,21.3,1.8,12.8,9,0.8,14.5,14.7,-2.6,0.299,-1.2,1.3,15.1,1.2
122,0,0.484,PF,59,2,Jeff Ayres,IND,145,0.492,23,23,44,12,0.913,4,21,15,Dec-13,0.5,p/pendeje02.html,61,29,126,37,6,25,104,pendeje02,0.484,369,75,1500000,Arizona State University,108,2009,206,Right,0.032,-0.1,0.129,0.3,14.5,0.533,0.9,22.2,2.4,14.5,8.9,0.7,19.7,7.2,-3.5,0.183,-2.9,0.6,15.7,1
56,0,0.368,PF,24,62,Luke Babbitt,POR,244,0.5,22,13,82,5,0.769,178,10,29,Dec-13,0.348,b/babbilu01.html,86,15,234,62,14,23,137,babbilu01,0.429,730,122,1892280,"University of Nevada, Reno",102,2010,206,Right,0.761,-0.3,0.047,0.3,8.4,0.509,1,19.7,0.5,9.4,2.4,0.4,16.4,6.2,-1.2,0.056,-3.6,-2.3,10.9,0.7
146,2,0.43,PG,65,18,Leandro Barbosa,BOS,215,0.477,21,41,51,6,0.756,47,31,58,Dec-13,0.383,b/barbole01.html,83,8,193,41,17,30,46,barbole01,0.445,513,38,1229255,,87,2003,190,Right,0.244,-0.1,0.086,0.4,9.1,0.509,1.7,8.5,0.9,13.5,1.9,0.5,21.4,19,-1.1,0.212,-2.9,-1.8,5.3,0.9
478,2,0.417,PG,219,97,J.J. Barea,MIN,834,0.481,145,134,131,0,0.784,280,105,294,Dec-13,0.346,b/bareajo01.html,316,34,758,74,32,28,207,bareajo01,0.458,1713,173,4493500,Northeastern University,83,2006,183,Right,0.369,0.4,0.053,0.8,15.1,0.51,1,11.9,0,14.1,2.2,1,25.1,30.6,1.1,0.177,-1,-2.1,6.9,1.9
303,25,0.399,PF,132,38,Andrea Bargnani,TOR,443,0.444,54,77,64,23,0.844,123,65,38,Dec-13,0.309,b/bargnan01.html,170,26,426,35,21,27,128,bargnan01,0.436,1003,102,10000000,,111,2006,213,Right,0.289,-0.6,0.007,-0.5,10.5,0.482,1.1,12.3,1.8,11.2,3,0.6,23.8,6.6,-2.5,0.181,-4.2,-1.8,7.6,0.1
483,81,0.439,SF,224,52,Harrison Barnes,GSW,748,0.481,101,190,140,14,0.758,145,144,98,Dec-13,0.359,b/barneha02.html,276,53,628,81,52,20,333,barneha02,0.464,2058,280,2798040,University of North Carolina,95,2012,203,Right,0.231,-0.2,0.065,0.9,12.4,0.526,1.3,14.5,0.5,11,2.9,1.9,17.7,7.3,-2.1,0.303,-2.4,-0.3,8.9,2.8
350,4,0.462,SF,201,111,Matt Barnes,LAC,822,0.544,90,117,233,63,0.744,325,87,123,Dec-13,0.342,b/barnema02.html,312,111,675,80,82,32,366,barnema02,0.574,2058,255,1229255,"University of California, Los Angeles",102,2004,201,Right,0.481,2.8,0.146,3.5,11,0.566,2.1,14.5,2.6,15.5,6.5,2.8,18.1,9.2,2.2,0.173,3.4,1.1,10.6,6.3
51,2,0.353,C,18,0,Earl Barron,TOT,39,0.353,11,7,24,6,0.429,0,3,5,Dec-13,,b/barroea01.html,18,22,51,12,5,31,61,barroea01,0.353,159,39,358600,University of Memphis,113,2005,213,Right,0,-0.2,-0.003,-0.3,16.9,0.361,1.6,28.1,3,8.9,15.4,0.3,18.8,5,-7.6,0.137,-6.6,1,21.6,0
244,5,0.382,SG,109,9,Will Barton,POR,295,0.396,60,65,56,9,0.769,65,50,58,Dec-13,0.138,b/bartowi01.html,118,36,309,73,34,22,145,bartowi01,0.447,894,109,550000,University of Memphis,79,2012,198,Right,0.21,-0.8,-0.028,-1.1,15.1,0.437,2,14.3,0.8,9.1,4.6,0.6,20.4,10.4,-4.8,0.21,-5.7,-0.9,9.4,-0.5
587,69,0.486,PF,286,0,Brandon Bass,BOS,701,0.486,80,150,188,64,0.86,2,129,84,Dec-13,0,b/bassbr01.html,286,129,589,81,44,27,425,bassbr01,0.487,2239,296,6000000,Louisiana State University,113,2005,203,Right,0.003,0.4,0.101,2,10.9,0.535,1,15.2,2.3,12.3,7,2.7,15.5,6,-2.3,0.255,-1.2,1.1,11.2,4.7
46,20,0.42,SF,16,136,Shane Battier,MIA,472,0.608,34,38,149,55,0.842,316,32,72,Dec-13,0.43,b/battish01.html,152,37,362,72,41,34,165,battish01,0.348,1786,128,3135000,Duke University,99,2001,203,Right,0.873,1.8,0.119,2.8,8.2,0.623,1.2,8.4,2.5,10.7,2.7,1.6,11,5.7,2,0.105,2,0,5.7,4.4
389,73,0.423,SF,187,165,Nicolas Batum,POR,1047,0.522,190,210,139,83,0.848,444,178,360,Dec-13,0.372,b/batumni01.html,352,97,833,73,91,24,412,batumni01,0.481,2807,315,10850000,,90,2008,203,Right,0.533,3.8,0.099,3.8,17,0.566,1.7,13.2,2.2,15.7,4,1.9,18.2,20.3,2.3,0.252,3.4,1.1,8.5,5.8
420,4,0.419,PG,189,71,Jerryd Bayless,MEM,693,0.476,120,122,168,17,0.836,201,102,264,Dec-13,0.353,b/bayleje01.html,260,22,621,80,59,24,176,bayleje01,0.45,1765,154,3000000,University of Arizona,90,2008,190,Right,0.324,0.8,0.108,1.5,15.1,0.514,1.8,10.5,0.8,13.5,1.4,2.5,20.8,24.9,0.1,0.196,-0.2,-0.2,5.9,4
35,0,0.5,C,18,0,Aron Baynes,SAS,43,0.5,11,12,23,6,0.583,1,7,5,Dec-13,0,b/baynear01.html,18,12,36,16,1,26,32,baynear01,0.514,141,20,401170,Washington State University,117,2013,208,Right,0.028,-0.1,0.05,0,21,0.521,0.4,15.5,3.1,8.8,10.4,0.2,17.1,5.2,-4.7,0.333,-4.3,0.4,13.1,0.1
82,0,0.371,SG,33,10,Kent Bazemore,GSW,123,0.414,18,44,27,4,0.614,34,27,22,Dec-13,0.294,b/bazemke01.html,43,5,116,61,17,23,22,bazemke01,0.402,267,17,473604,Old Dominion University,91,2012,196,Left,0.293,-0.2,0.014,-0.3,11.7,0.454,3.2,6.8,1.2,11.3,2.1,0.3,25.7,13.1,-3.4,0.379,-4.9,-1.5,4.5,0.1
451,46,0.41,SG,191,91,Bradley Beal,WAS,780,0.477,90,159,113,29,0.786,236,125,137,Dec-13,0.386,b/bealbr01.html,282,43,687,56,50,19,211,bealbr01,0.424,1745,168,4133280,Missouri,93,2012,196,Right,0.344,0.9,0.082,1,10.6,0.515,1.5,10.8,1.3,13.6,2.7,2,22.2,13.7,0,0.231,-0.1,0,6.7,3
622,20,0.405,SF,265,45,Michael Beasley,PHO,759,0.434,144,126,107,34,0.746,144,94,111,Dec-13,0.313,b/beaslmi01.html,310,52,766,75,31,24,282,beaslmi01,0.426,1554,230,5750000,Kansas State University,106,2008,206,Left,0.188,-1.6,-0.047,-2.5,14.9,0.462,1,17.2,1.6,10.8,3.7,1,27.6,12.5,-4.4,0.164,-6.1,-1.7,10.3,-1.5
104,0,0.369,PG,44,21,Rodrigue Beaubois,DAL,181,0.429,33,38,54,4,0.789,72,30,84,Dec-13,0.292,b/beaubro01.html,65,9,176,45,19,24,57,beaubro01,0.423,549,48,2227333,,77,2009,183,Right,0.409,-0.2,0.032,0,14.6,0.47,1.8,9.6,0.6,10.6,1.9,0.4,18.7,22.6,-1.6,0.216,-3.3,-1.7,5.8,0.4
389,27,0.395,SG,162,79,Marco Belinelli,CHI,702,0.46,82,168,140,6,0.839,221,141,148,Dec-13,0.357,b/belinma01.html,241,13,610,73,44,26,140,belinma01,0.416,1882,127,1957000,,95,2007,196,Right,0.362,-0.3,0.076,1.3,10.7,0.513,1.3,7.8,0.2,10.4,0.8,1.6,18.7,12.9,-1.1,0.275,-2.7,-1.6,4.3,3
93,0,0.418,PG,43,36,Patrick Beverley,HOU,228,0.513,44,41,83,21,0.829,96,34,117,Dec-13,0.375,b/beverpa01.html,79,45,189,41,37,24,109,beverpa01,0.462,713,64,281377,,,,,,0.508,1,0.148,1.4,17.5,0.551,2.6,10.1,2.2,15.4,7.2,0.8,15.4,24.2,2,0.217,3.4,1.4,8.7,2.2
21,9,0.476,C,10,0,Andris Biedrins,GSW,24,0.476,14,13,101,42,0.308,0,4,14,Dec-13,,b/biedran01.html,10,34,21,53,15,26,153,biedran01,0.476,495,119,9000000,,,,,,0,0.3,0.102,0.1,34.4,0.449,1.5,25.7,6.6,7.7,7.8,1,3.7,3.7,-5,0.619,0.7,5.7,17,1.1
42,22,0.402,SG,20,33,Chauncey Billups,LAC,184,0.527,26,48,25,1,0.938,90,45,49,Dec-13,0.367,b/billuch01.html,53,2,132,22,12,36,32,billuch01,0.476,418,30,4000000,University of Colorado,91,1997,190,Right,0.682,0.2,0.146,1,14.5,0.601,1.5,8.4,0.2,15,0.6,0.3,19.6,17.4,2.4,0.364,-0.2,-2.7,4.6,1.3
346,65,0.451,C,156,0,Bismack Biyombo,CHA,386,0.451,82,142,195,143,0.521,0,74,35,Dec-13,,b/biyombi01.html,156,194,346,80,28,20,582,biyombi01,0.451,2186,388,3007920,,115,2011,206,Right,0,-0.7,0.031,0.1,16.7,0.472,0.7,20.9,5.3,10.1,9.9,1.3,10.2,2.5,-4.4,0.41,-3.2,1.2,15.2,1.4
270,16,0.524,PF,142,0,DeJuan Blair,SAS,328,0.524,49,70,112,10,0.629,1,44,45,Dec-13,0,b/blairde01.html,142,66,271,61,37,23,230,blairde01,0.526,851,164,1054000,University of Pittsburgh,122,2009,201,Right,0.004,0.3,0.126,0.7,14,0.543,2.2,21.1,0.9,14.6,9.5,1.5,19,8.3,-2,0.258,-0.8,1.3,15.6,2.2
99,13,0.422,PG,42,72,Steve Blake,LAL,327,0.556,62,35,83,6,0.771,171,27,173,Dec-13,0.421,b/blakest01.html,114,21,270,45,34,32,132,blakest01,0.424,1175,111,4000000,,,,,,0.633,0.6,0.097,1.6,17.8,0.573,1.5,10.1,0.4,11.7,2,0.8,13.2,21.9,0.7,0.13,0,-0.7,6.2,2.4
654,8,0.512,C,343,3,Andray Blatche,BRK,843,0.514,123,216,163,54,0.685,22,148,85,Dec-13,0.136,b/blatcan01.html,346,161,676,82,86,26,417,blatcan01,0.524,1555,256,1146337,,106,2005,211,Right,0.033,1.7,0.153,2.4,13.8,0.547,3,19.6,2.7,21.9,12.2,2.5,26.5,10.5,0.7,0.32,2.3,1.6,15.8,4.9
490,12,0.445,PG,222,31,Eric Bledsoe,LAC,643,0.473,137,134,112,55,0.791,78,106,233,Dec-13,0.397,b/bledser01.html,253,78,568,76,109,23,225,bledser01,0.453,1553,147,1707720,University of Kentucky,86,2010,185,Right,0.137,1.9,0.115,1.1,17.9,0.513,3.7,11.1,3,17.5,6.1,2.6,22.5,23.5,0,0.236,2.7,2.7,8.6,3.7
39,23,0.38,SG,24,84,Keith Bogans,BRK,311,0.528,49,17,108,4,0.647,245,11,76,Dec-13,0.343,b/boganke01.html,108,16,284,74,28,32,120,boganke01,0.615,1408,104,1229225,University of Kentucky,97,2003,196,Right,0.863,0.3,0.047,0.7,14.4,0.533,1.1,8.8,0.2,6.7,1.3,0.7,11.2,8.1,-0.4,0.06,-1.3,-0.9,5,1.4
183,32,0.451,C,82,1,Andrew Bogut,GSW,186,0.454,35,38,85,55,0.5,1,19,67,Dec-13,1,b/bogutan01.html,83,68,184,32,20,28,245,bogutan01,0.448,786,177,13000000,,,,,,0.005,0.9,0.106,0.4,14.8,0.463,1.3,24.1,5.5,13.8,9.8,1.4,13.4,12.5,-2.5,0.207,2.3,4.8,17.2,1.7
110,4,0.487,PF,59,53,Matt Bonner,SAS,288,0.602,16,15,86,19,0.733,120,11,36,Dec-13,0.442,b/bonnema01.html,112,25,230,68,17,32,129,bonnema01,0.536,909,104,3630000,University of Florida,106,2004,208,Right,0.522,0.6,0.133,1.4,6.3,0.609,1,12.5,1.5,11.8,3.4,1.1,12.8,5.8,0.4,0.065,0.5,0,8.2,2.5
215,14,0.491,PF,108,0,Trevor Booker,WAS,256,0.491,31,72,95,16,0.556,5,40,40,Dec-13,0,b/booketr01.html,108,98,220,48,32,25,239,booketr01,0.502,887,141,1385280,Clemson University,103,2010,203,Left,0.023,0.5,0.126,0.9,11,0.509,1.9,17.8,1.4,13.9,12.2,1.4,14.5,7.4,-1.7,0.327,0.1,1.8,14.9,2.3
1138,79,0.477,PF,544,0,Carlos Boozer,CHI,1281,0.477,176,264,239,28,0.731,2,193,179,Dec-13,0,b/boozeca01.html,544,175,1140,79,66,31,771,boozeca01,0.478,2546,596,15000000,Duke University,117,2002,206,Right,0.002,0.9,0.108,1.4,12.3,0.51,1.4,27.2,0.8,17.1,7.8,4.3,25.8,13.4,-1.5,0.232,-0.6,0.9,17.4,5.7
833,74,0.535,C,464,21,Chris Bosh,MIA,1232,0.546,128,302,168,101,0.798,74,241,123,Dec-13,0.284,b/boshch01.html,485,131,907,74,66,28,501,boshch01,0.557,2454,370,17545000,,,,,,0.082,2,0.175,5.6,11,0.592,1.4,17.6,3.4,20,7,3.4,22.7,8.4,0.6,0.333,1.2,0.6,12.6,9
352,50,0.402,PG,152,40,Avery Bradley,BOS,461,0.444,72,49,129,19,0.755,126,37,104,Dec-13,0.317,b/bradlav01.html,192,30,478,50,64,22,111,bradlav01,0.432,1435,81,1630800,,,,,,0.264,-0.2,0.012,-1.3,12.6,0.461,2.3,6.5,1,8.8,2.5,1.6,18.8,11.6,-2.8,0.103,-2.7,0.2,4.6,0.4
477,18,0.473,C,226,0,Elton Brand,DAL,518,0.473,57,93,192,90,0.71,1,66,70,Dec-13,0,b/brandel01.html,226,130,478,72,50,33,430,brandel01,0.474,1527,300,2100500,,,,,,0.002,0.9,0.107,1.2,9.9,0.499,1.7,21.5,4.6,15.2,9.7,2.2,17.2,7.1,-2.1,0.195,0.4,2.5,15.7,3.4
576,2,0.425,SF,284,91,Corey Brewer,DEN,990,0.476,102,216,154,23,0.69,307,149,124,Dec-13,0.296,b/breweco01.html,375,55,883,82,118,26,235,breweco01,0.493,2003,180,3243000,University of Florida,84,2007,206,Right,0.348,1.1,0.093,1.7,9.4,0.506,3,9.9,0.9,14.7,3.1,2.2,23.4,9.5,0.7,0.245,0.3,-0.4,6.6,3.9
122,34,0.354,SF,47,23,Ronnie Brewer,TOT,179,0.412,18,39,33,6,0.41,76,16,50,Dec-13,0.303,b/brewero02.html,70,42,198,60,43,27,140,brewero02,0.385,853,98,1069509,University of Arkansas,99,2006,201,Right,0.384,0.3,0.06,0.1,7.7,0.416,2.7,13.5,0.6,10,5.7,1,12.7,8.6,-1.8,0.197,-0.8,1,9.6,1.1
182,20,0.453,PG,93,50,Aaron Brooks,TOT,376,0.532,67,52,94,10,0.769,134,40,114,Dec-13,0.373,b/brookaa01.html,143,13,316,53,30,28,80,brookaa01,0.511,997,67,3250000,University of Oregon,73,2007,183,Right,0.424,-0.2,0.041,0.8,16.5,0.555,1.5,7.9,0.8,11.8,1.5,0,18.1,18,0,0.165,-2.7,-2.7,4.6,0.8
280,2,0.463,SG,140,15,MarShon Brooks,BRK,394,0.485,69,94,93,16,0.734,55,69,76,Dec-13,0.273,b/brookma01.html,155,32,335,73,34,24,104,brookma01,0.5,912,72,1193280,Providence College,90,2011,196,Right,0.164,0,0.068,0.5,15.5,0.523,2,9.4,1.3,13.5,4.1,0.8,22.5,14.6,-1.4,0.281,-2.2,-0.8,6.7,1.3
37,11,0.459,C,17,0,Kwame Brown,PHI,41,0.459,8,19,37,10,0.368,0,7,9,Dec-13,,b/brownkw01.html,17,23,37,22,6,30,74,brownkw01,0.459,269,51,2819044,,122,2001,211,Right,0,-0.1,0.071,0,15,0.452,1.2,22.1,2.9,8.8,9.4,0.4,9.1,4.7,-5.1,0.514,-3.5,1.6,15.5,0.4
430,22,0.42,SG,201,39,Shannon Brown,PHO,617,0.454,74,125,92,15,0.784,141,98,108,Dec-13,0.277,b/brownsh01.html,240,44,571,59,59,27,149,brownsh01,0.467,1402,105,3500000,,,,,,0.247,0,0.041,0.4,10.6,0.493,2.2,8.7,0.8,13.1,3.5,0.8,22.2,12.8,-0.9,0.219,-2.1,-1.3,6,1.2
1188,78,0.463,SG,606,132,Kobe Bryant,LAL,2133,0.504,287,626,173,25,0.839,407,525,469,Dec-13,0.324,b/bryanko01.html,738,66,1595,78,106,34,433,bryanko01,0.51,3013,367,27849149,,96,1996,198,Right,0.255,5.1,0.174,8.4,13.3,0.57,1.8,13.1,0.6,23,2.5,2.6,31.9,29.7,5.2,0.392,4.7,-0.5,7.9,10.9
110,1,0.414,SF,53,26,Chase Budinger,MIN,216,0.482,23,42,29,7,0.762,81,32,25,Dec-13,0.321,b/budinch01.html,79,15,191,23,14,24,71,budinch01,0.482,508,56,885120,University of Arizona,94,2009,201,Right,0.424,0,0.066,0.3,9.9,0.516,1.4,13,1.1,12.6,3.3,0.4,20.5,8.3,-0.7,0.22,-1.8,-1.1,8,0.7
296,0,0.42,SG,130,33,Alec Burks,UTA,451,0.463,74,129,114,13,0.713,92,92,92,Dec-13,0.359,b/burksal01.html,163,37,388,64,35,21,145,burksal01,0.439,1137,108,2171640,University of Colorado,97,2011,198,Right,0.237,-0.2,0.044,0.3,14.3,0.507,1.6,11.2,0.9,11.5,3.8,0.7,20.7,13,-1.4,0.332,-2.7,-1.3,7.5,1
390,78,0.424,SF,177,128,Caron Butler,LAC,813,0.513,72,90,139,11,0.833,330,75,78,Dec-13,0.388,b/butleca01.html,305,41,720,78,51,32,223,butleca01,0.454,1879,182,8000000,University of Connecticut,103,2002,201,Right,0.458,0.2,0.091,1.9,8.7,0.535,1.4,11.4,0.5,12.4,2.6,1.6,20.2,6.5,0.3,0.125,-1.6,-1.9,7.1,3.6
407,20,0.467,SF,199,40,Jimmy Butler,CHI,705,0.506,62,233,97,31,0.803,105,187,115,Dec-13,0.381,b/butleji01.html,239,136,512,82,78,23,328,butleji01,0.489,2134,192,1097520,Marquette University,99,2012,201,Right,0.205,2.1,0.158,4.4,9.2,0.574,2,10.4,1.1,15.2,7.2,2.6,14.6,8.6,0.9,0.455,1.9,1,8.8,7
464,0,0.469,PG,229,24,Will Bynum,DET,636,0.491,125,131,128,5,0.809,76,106,231,Dec-13,0.316,b/bynumwi01.html,253,28,540,65,45,30,97,bynumwi01,0.494,1219,69,3250000,Georgia Institute of Technology,83,2006,183,Right,0.141,-0.1,0.067,1.2,17.3,0.532,2,6.6,0.3,16.6,2.6,0.5,27,34.8,0.8,0.243,-2.4,-3.2,4.6,1.7
353,58,0.491,PG,182,130,Jose Calderon,TOT,826,0.594,126,80,99,8,0.9,282,72,518,Dec-13,0.461,c/caldejo01.html,312,20,635,73,58,31,176,caldejo01,0.516,2160,156,11046591,,90,2005,190,Right,0.444,1.3,0.165,6.6,15.8,0.616,1.4,8.6,0.3,18.8,1.1,0.9,17,39.8,3.7,0.126,0.4,-3.3,4.8,7.4
