fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb,salary,college,weight,debut,height,shoots,fg3a_per_fga_pct,vorp,ws_per_48,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,per,orb_pct,dws,usg_pct,ast_pct,obpm,fta_per_fga_pct,bpm,dbpm,trb_pct,ws
426,41,0.495,SG,215,10,Tony Allen,MEM,539,0.505,86,126,166,30,0.627,29,79,86,14/15,0.345,a/allento01.html,225,103,455,63,129,33,280,allento01,0.505,1648,177,4831461,Oklahoma State University,96,2004,193,Right,0.064,2.2,0.119,0.9,14.4,0.528,4.1,12.2,1.5,14.6,7.2,3.2,16.6,8.1,-0.4,0.277,3.3,3.7,9.7,4.1
233,3,0.412,SF,113,34,Al-Farouq Aminu,DAL,412,0.459,55,118,137,62,0.712,124,84,59,14/15,0.274,a/aminual01.html,147,114,357,74,70,24,342,aminual01,0.485,1366,228,981084,,,,,,0.347,1.5,0.115,1.2,11.9,0.504,2.6,18.4,3.7,14.4,9.1,2,15.2,6.1,-0.5,0.331,2.4,2.9,13.7,3.3
254,35,0.427,PF,109,0,Lou Amundson,TOT,259,0.427,62,87,126,52,0.471,1,41,70,14/15,0,a/amundlo01.html,109,94,255,53,22,32,268,amundlo01,0.429,937,174,409167,"University of Nevada, Las Vegas",99,2007,206,Right,0.004,0,0.017,-0.6,17.5,0.442,1.2,22,4.6,11.8,11.3,0.9,17.4,12.2,-4,0.341,-2,2,16.5,0.3
194,20,0.58,C,116,4,Chris Andersen,MIA,320,0.589,40,114,88,61,0.667,13,76,43,14/15,0.308,a/anderch01.html,120,76,207,60,26,36,299,anderch01,0.598,1132,223,5375000,Blinn College,111,2001,208,Right,0.063,0.9,0.151,2.1,13.5,0.622,1.2,23.2,4.6,16.1,8.2,1.5,12.3,6.1,-1.2,0.551,1,2.3,15.9,3.6
230,19,0.443,SG,122,73,Alan Anderson,BRK,545,0.526,60,101,148,5,0.812,210,82,83,14/15,0.348,a/anderal01.html,195,31,440,74,56,32,204,anderal01,0.53,1744,173,1276061,,,,,,0.477,0.6,0.075,1.7,11,0.563,1.7,11.1,0.2,10.6,2,1.1,14.2,7.2,0,0.23,-0.5,-0.5,6.6,2.7
78,8,0.348,SF,28,3,Kyle Anderson,SAS,74,0.365,10,14,28,7,0.643,11,9,28,14/15,0.273,a/anderky01.html,31,5,89,33,15,21,72,anderky01,0.359,358,67,1093680,,,,,,0.124,-0.1,0.044,-0.3,9.5,0.389,2.1,20.8,1.5,8.2,1.6,0.6,13.4,10.9,-5.2,0.157,-2.7,2.4,11.4,0.3
370,5,0.399,PF,169,122,Ryan Anderson,NOP,833,0.483,62,151,113,20,0.854,359,129,55,14/15,0.34,a/anderry01.html,291,108,729,61,33,26,295,anderry01,0.457,1675,187,8491500,,,,,,0.492,0.4,0.1,2.6,7.2,0.524,1,12.7,0.9,15.6,7.3,0.9,23.4,5.4,2,0.207,-1.1,-3.1,10,3.5
736,71,0.491,SG,376,7,Giannis Antetokounmpo,MIL,1030,0.496,173,347,254,85,0.741,44,257,207,14/15,0.159,a/antetgi01.html,383,100,780,81,73,20,542,antetgi01,0.511,2541,442,1873200,,100,2013,211,Right,0.056,1.6,0.117,2.2,15.6,0.552,1.5,19.7,2.8,14.8,4.5,4,19.6,13.1,-1.7,0.445,0.5,2.1,12.2,6.2
627,40,0.444,SF,297,61,Carmelo Anthony,NYK,966,0.482,89,237,87,17,0.797,179,189,122,14/15,0.341,a/anthoca01.html,358,72,806,40,40,30,264,anthoca01,0.474,1428,192,22458000,Syracuse University,108,2003,203,Right,0.222,1.2,0.097,2.2,8.9,0.531,1.5,16,1,21.5,5.7,0.6,32.2,18,3.5,0.294,1.4,-2.2,10.7,2.9
62,0,0.581,C,36,0,Joel Anthony,DET,87,0.581,12,22,55,49,0.682,0,15,5,14/15,,a/anthojo01.html,36,32,62,49,12,32,93,anthojo01,0.581,406,61,3800000,"University of Nevada, Las Vegas",111,2007,206,Left,0,0.3,0.142,0.5,14.3,0.607,1.5,17,9.5,14.7,8.2,0.7,9.1,1.8,-3.4,0.355,1.4,4.8,12.4,1.2
123,3,0.365,C,56,52,Pero Antic,ATL,356,0.453,49,123,132,14,0.715,173,88,49,14/15,0.301,a/anticpe01.html,108,58,296,63,18,32,189,anticpe01,0.455,1037,131,1250000,,117,2013,211,Right,0.584,-0.2,0.07,0.5,12.3,0.508,0.9,14,1.1,9.5,6.6,1,17.6,6.9,-1.3,0.416,-2.7,-1.4,10.4,1.5
355,82,0.402,SF,172,194,Trevor Ariza,HOU,1048,0.509,141,143,186,17,0.853,555,122,209,14/15,0.35,a/arizatr01.html,366,77,910,82,152,29,459,arizatr01,0.485,2930,382,8579089,"University of California, Los Angeles",97,2004,203,Right,0.61,2.9,0.108,2.7,12.7,0.539,2.6,14.4,0.5,12.7,2.9,3.9,16.5,11.1,0.6,0.157,1.9,1.3,8.6,6.6
274,4,0.404,PF,129,26,Darrell Arthur,DEN,382,0.438,47,59,146,26,0.78,110,46,57,14/15,0.236,a/arthuda01.html,155,53,384,58,48,26,171,arthuda01,0.471,988,118,3457149,University of Kansas,106,2008,206,Right,0.286,0.2,0.042,-0.1,10.3,0.466,2.4,13.4,2.1,11.5,5.6,0.9,20,9.3,-1.8,0.154,-1.1,0.7,9.3,0.9
412,76,0.517,C,213,0,Omer Asik,NOP,557,0.517,95,225,144,54,0.582,0,131,72,14/15,,a/asikom01.html,213,244,412,76,29,28,748,asikom01,0.517,1982,504,8374646,,115,2010,213,Right,0,0.6,0.12,2.8,15.7,0.545,0.8,28.8,2.1,15.5,14,2.2,14,5.4,-1.3,0.546,-0.7,0.6,21.4,5
401,14,0.399,PG,175,83,D.J. Augustin,TOT,777,0.463,145,205,93,3,0.868,246,178,353,14/15,0.337,a/augusdj01.html,258,20,647,82,49,27,161,augusdj01,0.436,1964,141,3000000,University of Texas at Austin,83,2008,183,Right,0.38,-0.3,0.083,2.5,16.4,0.527,1.3,7.9,0.1,13.9,1.1,0.9,19.8,28.2,0.2,0.317,-2.5,-2.7,4.4,3.4
95,0,0.579,PF,55,0,Jeff Ayres,SAS,137,0.579,26,36,60,8,0.75,0,27,14,14/15,,p/pendeje02.html,55,37,95,51,8,27,117,pendeje02,0.579,383,80,1828750,Arizona State University,108,2009,206,Right,0,0,0.147,0.6,19,0.618,1.1,23.3,1.6,14.4,11.2,0.6,16.3,5.5,-2.1,0.379,-1.7,0.4,17.3,1.2
77,19,0.479,SF,33,59,Luke Babbitt,NOP,256,0.633,26,19,63,11,0.684,115,13,24,14/15,0.513,b/babbilu01.html,92,12,192,63,17,25,111,babbilu01,0.429,830,99,981084,"University of Nevada, Reno",102,2010,206,Right,0.599,0.1,0.092,1.1,11.5,0.639,1.1,13.5,1,11.1,1.6,0.5,12.4,4.3,0,0.099,-1.4,-1.4,7.6,1.6
14,1,0.214,PF,3,0,Cameron Bairstow,CHI,10,0.214,3,5,8,1,0.8,0,4,1,14/15,,b/bairsca01.html,3,6,14,18,2,24,8,bairsca01,0.214,64,2,507336,University of New Mexico,113,2014,206,Right,0,-0.1,-0.048,-0.1,15.6,0.309,1.6,3.3,1.1,2.1,10.5,0,13.5,2.2,-6.7,0.357,-7.7,-1,6.8,-0.1
274,1,0.474,SG,140,43,Leandro Barbosa,GSW,467,0.53,44,74,87,8,0.784,112,58,99,14/15,0.384,b/barbole01.html,183,23,386,66,41,32,91,barbole01,0.511,982,68,1448490,,87,2003,190,Right,0.29,0.3,0.137,1.6,9.5,0.558,2,7.2,0.6,15.3,2.6,1.2,20.5,14.9,0.4,0.192,-0.8,-1.2,5,2.8
369,10,0.42,PG,171,54,J.J. Barea,DAL,580,0.47,70,94,104,1,0.809,167,76,263,14/15,0.323,b/bareajo01.html,225,23,536,77,33,30,134,bareajo01,0.463,1362,111,1310286,Northeastern University,83,2006,183,Right,0.312,0.2,0.096,2.1,10.8,0.502,1.2,9,0.1,15.1,1.8,0.6,21.2,29.5,1,0.175,-1.5,-2.5,5.4,2.7
320,22,0.454,C,149,15,Andrea Bargnani,NYK,430,0.475,42,107,53,27,0.813,41,87,46,14/15,0.366,b/bargnan01.html,164,32,361,29,2,29,127,bargnan01,0.466,785,95,11500000,,111,2006,213,Right,0.114,-0.3,0.058,0.8,9.3,0.527,0.1,14.4,2.9,16.6,4.6,0.2,26.4,11.3,-1,0.296,-3.7,-2.7,9.3,0.9
441,82,0.482,SF,229,87,Harrison Barnes,GSW,827,0.548,71,150,146,19,0.72,215,108,116,14/15,0.405,b/barneha02.html,316,117,656,82,61,22,453,barneha02,0.519,2318,336,3049920,University of North Carolina,95,2012,203,Right,0.328,1.8,0.139,3.7,9,0.573,1.3,15.1,0.6,13.4,5.6,3,14.9,6.9,0.5,0.229,1.1,0.6,10.5,6.7
248,74,0.444,SF,141,136,Matt Barnes,LAC,764,0.553,87,95,240,50,0.779,376,74,114,14/15,0.362,b/barnema02.html,277,51,624,76,67,34,302,barnema02,0.569,2271,251,3396250,"University of California, Los Angeles",102,2004,201,Right,0.603,2.1,0.091,2.2,11.6,0.574,1.5,12.2,1.8,11.3,2.6,2.1,14.9,7.2,0.9,0.152,1.6,0.7,7.5,4.3
35,1,0.308,C,10,2,Earl Barron,PHO,32,0.333,5,12,26,2,0.5,4,6,5,14/15,0.5,b/barroea01.html,12,14,39,16,4,33,28,barroea01,0.286,143,14,107676,University of Memphis,113,2005,213,Right,0.103,-0.1,-0.011,-0.1,10.1,0.361,1.4,10.8,1.1,5,10.6,0.1,15.1,4.9,-5,0.308,-5.9,-0.9,10.7,0
268,0,0.425,SG,127,23,Will Barton,TOT,397,0.458,61,94,70,19,0.787,85,74,81,14/15,0.271,b/bartowi01.html,150,26,353,58,48,24,162,bartowi01,0.474,983,136,915243,University of Memphis,79,2012,198,Right,0.241,0.3,0.063,0.2,13.4,0.503,2.5,15.3,1.5,13.6,2.8,1.1,20.2,13,-1.7,0.266,-0.6,1.1,8.9,1.3
651,43,0.504,PF,335,9,Brandon Bass,BOS,866,0.51,83,214,140,32,0.79,32,169,104,14/15,0.281,b/bassbr01.html,344,139,683,82,41,29,398,bassbr01,0.515,1929,259,6900000,Louisiana State University,113,2005,203,Right,0.047,0.7,0.132,3.4,9.6,0.557,1.1,14.9,1.3,16.3,7.8,1.9,19.5,8.6,-0.4,0.313,-0.5,-0.1,11.3,5.3
291,71,0.4,SF,140,100,Nicolas Batum,POR,664,0.483,132,98,106,40,0.857,309,84,341,14/15,0.324,b/batumni01.html,240,62,600,71,78,26,416,batumni01,0.481,2380,354,11765500,,90,2008,203,Right,0.515,3.1,0.105,2,17,0.516,1.7,15.6,1.2,13.1,2.8,3.2,14.6,20.5,0.6,0.163,3.1,2.6,9.4,5.2
396,4,0.426,PG,183,37,Jerryd Bayless,MIL,598,0.462,133,137,163,12,0.883,120,121,233,14/15,0.308,b/bayleje01.html,220,22,516,77,59,26,211,bayleje01,0.462,1717,189,3000000,University of Arizona,90,2008,190,Right,0.233,-0.3,0.066,0.3,18.8,0.519,1.8,12.5,0.6,11.1,1.5,2,18.6,21,-2.3,0.266,-2.6,-0.3,7,2.4
323,17,0.566,C,184,1,Aron Baynes,SAS,461,0.567,65,104,162,22,0.865,4,90,35,14/15,0.25,b/baynear01.html,185,109,327,70,16,28,318,baynear01,0.57,1122,209,2077000,Washington State University,117,2013,208,Right,0.012,0.3,0.166,2.3,14.8,0.618,0.7,20.7,1.5,15.9,11.2,1.6,17.8,4.9,-0.7,0.318,-1,-0.2,16.1,3.9
199,10,0.426,SG,93,48,Kent Bazemore,ATL,390,0.498,73,100,127,33,0.6,132,60,78,14/15,0.364,b/bazemke01.html,141,21,331,75,52,25,222,bazemke01,0.467,1324,201,2000000,Old Dominion University,91,2012,196,Left,0.399,0.1,0.057,-0.4,16.3,0.52,2,16.8,2.1,9.7,1.9,1.9,15.5,8.6,-3.1,0.302,-1.8,1.3,9.6,1.6
592,59,0.427,SG,257,106,Bradley Beal,WAS,962,0.489,123,166,136,18,0.783,259,130,194,14/15,0.409,b/bealbr01.html,363,57,851,63,76,21,241,bealbr01,0.434,2107,184,4505280,Missouri,93,2012,196,Right,0.304,1.3,0.085,1.3,11.7,0.521,1.8,9.6,0.7,14,3.1,2.4,22.5,15,0.5,0.195,0.5,-0.1,6.4,3.7
178,1,0.434,SF,84,8,Michael Beasley,MIA,212,0.453,37,26,66,13,0.769,34,20,32,14/15,0.235,b/beaslmi01.html,92,12,212,24,15,26,89,beaslmi01,0.472,505,77,330226,Kansas State University,106,2008,206,Left,0.16,-0.3,-0.007,-0.6,14.2,0.474,1.6,17.9,2.2,10.6,2.9,0.5,24.2,11.5,-4.3,0.123,-4.7,-0.4,10.6,-0.1
240,9,0.423,SG,113,86,Marco Belinelli,SAS,568,0.515,61,99,85,3,0.848,230,84,94,14/15,0.374,b/belinma01.html,199,26,470,62,31,28,157,belinma01,0.471,1388,131,2873750,,95,2007,196,Right,0.489,0.5,0.1,1.5,10.6,0.553,1.1,10.5,0.2,12.4,2.2,1.4,18.8,10.3,0.6,0.211,-0.5,-1.1,6.4,2.9
0,0,,PF,0,0,Jerrelle Benimon,UTA,0,,1,0,0,0,,0,0,0,14/15,,b/benimje01.html,0,1,0,2,0,23,3,benimje01,,3,2,29843,Towson University,111,2015,203,Right,,0,-0.215,0,100,,0,76.6,0,4.7,38.7,0,15.3,0,-20.3,,-26.9,-6.6,57.8,0
274,3,0.421,PF,118,7,Anthony Bennett,MIN,298,0.433,36,64,87,16,0.641,23,41,48,14/15,0.304,b/bennean01.html,125,52,297,57,27,21,216,bennean01,0.431,894,164,5563920,Nevada,111,2013,203,Right,0.077,-0.6,0.017,-0.1,10,0.458,1.5,21.6,1.4,11.4,6.5,0.4,17.8,8.7,-3.6,0.215,-4.8,-1.2,13.8,0.3
209,55,0.383,PG,89,115,Patrick Beverley,HOU,568,0.492,83,60,182,23,0.75,323,45,192,14/15,0.356,b/beverpa01.html,204,67,532,56,59,26,237,beverpa01,0.426,1727,170,915243,,,,,,0.607,1.2,0.096,1.7,12.9,0.509,1.7,10.8,1,11.3,4.3,1.8,16.1,17.2,0.5,0.113,0.8,0.3,7.6,3.5
2,0,0.5,C,1,0,Sim Bhullar,SAC,2,0.5,0,0,0,1,,0,0,1,14/15,,b/bhullsi01.html,1,0,2,3,0,22,1,bhullsi01,0.5,3,1,29843,New Mexico State University,163,2015,226,Right,0,0,0.389,0,0,0.5,0,36.5,26.3,44.3,0,0,29.4,78.5,9.4,0,26.6,17.1,18.9,0
186,21,0.543,C,101,0,Bismack Biyombo,CHO,304,0.543,52,175,140,99,0.583,0,102,16,14/15,,b/biyombi01.html,101,159,186,64,18,22,407,biyombi01,0.543,1243,248,3873398,,115,2011,206,Right,0,0.5,0.156,1.8,16.5,0.578,0.7,22.6,6.3,15.2,13.7,2.2,11.6,2,-3.2,0.941,-0.4,2.8,18,4
272,39,0.575,C,157,0,Tarik Black,TOT,379,0.575,48,118,158,24,0.551,1,65,42,14/15,0,b/blackta01.html,157,142,273,63,19,23,368,blackta01,0.577,1196,226,507336,University of Kansas,113,2014,206,Right,0.004,0.1,0.124,2.2,12.9,0.583,0.8,21.4,1.6,14.7,12.8,0.9,13.8,5.6,-1,0.432,-1.6,-0.6,17,3.1
57,0,0.456,PF,26,0,DeJuan Blair,WAS,56,0.456,13,6,41,1,0.667,0,4,3,14/15,,b/blairde01.html,26,16,57,29,7,25,56,blairde01,0.456,180,40,2000000,University of Pittsburgh,122,2009,201,Right,0,-0.2,0.033,-0.2,17.9,0.469,2,24.5,0.4,7.7,10.3,0.3,18.3,2.6,-6.4,0.105,-7.4,-1,17.5,0.1
108,0,0.373,PG,45,77,Steve Blake,POR,350,0.491,104,41,118,5,0.707,219,29,288,14/15,0.352,b/blakest01.html,122,16,327,81,41,34,137,blakest01,0.417,1529,121,2077000,,,,,,0.67,0,0.066,0.7,23.2,0.507,1.4,8.3,0.2,9.5,1.1,1.4,13.2,26.2,-1.2,0.125,-2.1,-0.9,4.8,2.1
774,81,0.447,PG,380,88,Eric Bledsoe,PHO,1377,0.489,274,441,189,45,0.8,272,353,493,14/15,0.324,b/bledser01.html,468,72,1046,81,127,25,423,bledser01,0.491,2800,351,12173913,University of Kentucky,86,2010,185,Right,0.26,3.3,0.119,4.1,18.1,0.555,2.3,13.9,1.2,18.4,2.8,2.9,23.7,27.9,1.7,0.422,2.6,0.9,8.3,7
320,28,0.453,SF,170,91,Bojan Bogdanovic,BRK,700,0.532,78,106,104,9,0.821,256,87,68,14/15,0.355,b/bogdabo02.html,261,50,576,78,34,25,213,bogdabo02,0.531,1854,163,3278000,,97,2014,203,Right,0.444,0.1,0.062,1.7,11.1,0.562,0.9,9.8,0.4,11.6,3,0.7,17.2,5.8,0,0.184,-1.8,-1.9,6.4,2.4
355,65,0.563,C,200,0,Andrew Bogut,GSW,422,0.563,106,42,188,113,0.524,0,22,180,14/15,,b/bogutan01.html,200,141,355,67,39,30,543,bogutan01,0.563,1583,402,12972973,,,,,,0,2.4,0.159,1.9,22.1,0.565,1.2,26.5,5.3,15.8,9.9,3.4,13.2,15.4,-1.4,0.118,4.1,5.5,18.5,5.2
104,19,0.409,PF,48,46,Matt Bonner,SAS,264,0.509,11,37,65,12,0.811,126,30,47,14/15,0.365,b/bonnema01.html,94,29,230,72,10,34,115,bonnema01,0.462,935,86,1448490,University of Florida,106,2004,208,Right,0.548,0.3,0.11,1.3,4.3,0.536,0.5,10.2,1,10.1,3.6,0.9,12.5,7.1,-0.2,0.161,-0.9,-0.7,7,2.1
380,5,0.487,PF,197,29,Trevor Booker,UTA,567,0.518,88,148,144,41,0.581,84,86,83,14/15,0.345,b/booketr01.html,226,139,464,79,43,27,397,booketr01,0.518,1564,258,5000000,Clemson University,103,2010,203,Left,0.181,0.9,0.11,1.7,14.3,0.536,1.5,19,2.1,15.3,10.3,1.9,18.1,9,-0.6,0.319,0.2,0.7,14.7,3.6
743,26,0.499,PF,371,0,Carlos Boozer,LAL,836,0.499,92,150,184,12,0.627,0,94,95,14/15,,b/boozeca01.html,371,111,743,71,41,33,482,boozeca01,0.499,1692,371,3250000,Duke University,117,2002,206,Right,0,-0.6,0.062,1.2,10.2,0.517,1.2,25.2,0.6,16.4,7,1,23.7,10.3,-1.8,0.202,-3.3,-1.5,15.7,2.2
577,44,0.46,C,280,63,Chris Bosh,MIA,928,0.503,95,232,69,25,0.772,168,179,95,14/15,0.375,b/boshch01.html,343,46,745,44,41,30,310,boshch01,0.485,1556,264,20644400,,,,,,0.226,0.8,0.111,2.1,10.1,0.548,1.4,20,1.4,19.8,3.6,1.5,28.4,12,1,0.311,-0.1,-1,12,3.6
660,77,0.429,SG,310,124,Avery Bradley,BOS,1071,0.49,109,100,177,15,0.79,352,79,135,14/15,0.352,b/bradlav01.html,434,46,1012,77,82,24,241,bradlav01,0.47,2428,195,7191011,,,,,,0.348,0.2,0.049,0.4,9.4,0.507,1.7,8.9,0.5,11.5,2,2.1,21,8.9,-0.8,0.099,-1.7,-0.9,5.4,2.5
94,4,0.442,C,42,0,Elton Brand,ATL,96,0.442,18,23,54,25,0.522,1,12,22,14/15,0,b/brandel01.html,42,28,95,36,17,35,100,brandel01,0.447,486,72,2000000,,,,,,0.011,0.1,0.07,-0.1,14.6,0.457,1.8,16.4,4.3,9.4,6.8,0.8,11.6,6.4,-4.5,0.242,-1.4,3.1,11.8,0.7
570,17,0.426,SF,280,63,Corey Brewer,TOT,917,0.465,131,226,173,19,0.743,235,168,173,14/15,0.268,b/breweco01.html,343,80,805,80,114,28,297,breweco01,0.491,2087,217,4702500,University of Florida,84,2007,206,Right,0.292,0.5,0.071,1,12.7,0.507,2.7,11.7,0.7,13.9,4.2,2.1,21.6,13.8,-0.8,0.281,-1.1,-0.3,7.9,3.1
504,21,0.421,PG,223,121,Aaron Brooks,CHI,954,0.495,157,174,189,15,0.833,313,145,261,14/15,0.387,b/brookaa01.html,344,32,817,82,54,30,166,brookaa01,0.442,1885,134,1145685,University of Oregon,73,2007,183,Right,0.383,0.3,0.083,1.7,14.9,0.534,1.5,7.5,0.6,14.4,1.9,1.5,25,24.2,1,0.213,-1.4,-2.4,4.8,3.3
108,5,0.412,SG,47,23,Jabari Brown,LAL,227,0.479,32,85,33,2,0.753,62,64,40,14/15,0.371,b/brownja01.html,70,3,170,19,12,22,36,brownja01,0.435,568,33,44765,University of Missouri,97,2015,193,Right,0.365,-0.3,0.033,0.4,13.4,0.547,1.1,6.7,0.3,11,0.6,0,18.8,11,-0.8,0.5,-3.8,-3,3.5,0.4
94,7,0.426,PG,46,6,Lorenzo Brown,MIN,122,0.451,30,19,49,6,0.632,28,12,90,14/15,0.214,b/brownlo01.html,52,14,122,29,28,24,70,brownlo01,0.489,549,56,283367,North Carolina State University,85,2013,196,Right,0.23,-0.1,0.025,0.1,18.7,0.468,2.6,12,0.9,11,2.8,0.2,12.9,24.9,-1.9,0.156,-2.6,-0.6,7.3,0.3
146,29,0.362,SG,59,17,Markel Brown,BRK,216,0.402,27,57,57,12,0.825,64,47,39,14/15,0.266,b/brownma02.html,76,16,210,47,31,23,107,brownma02,0.404,781,91,507336,Oklahoma State University,86,2014,190,Right,0.305,-0.1,0.031,-0.2,10.3,0.459,2.1,13,1.2,9.1,2.3,0.7,15.3,7.4,-3,0.271,-2.7,0.3,7.7,0.5
529,35,0.373,SG,212,54,Kobe Bryant,LAL,782,0.411,128,241,65,7,0.813,184,196,197,14/15,0.293,b/bryanko01.html,266,26,713,35,47,36,199,bryanko01,0.401,1207,173,23500000,,96,1996,198,Right,0.258,0.7,0.006,-0.4,13.5,0.477,2,16.5,0.5,17.6,2.3,0.6,34.9,29.9,1.6,0.338,0.3,-1.3,9.1,0.2
247,4,0.433,SF,117,52,Chase Budinger,MIN,457,0.5,49,81,72,10,0.827,143,67,64,14/15,0.364,b/budinch01.html,169,33,390,67,44,26,198,budinch01,0.474,1286,165,5000000,University of Arizona,94,2009,201,Right,0.367,-0.3,0.049,1.1,10.3,0.537,1.7,15.1,0.6,12.2,2.8,0.2,16.3,8,-0.9,0.208,-2.8,-1.9,8.8,1.3
24,2,0.343,SF,9,15,Reggie Bullock,TOT,69,0.45,8,9,19,4,0.667,46,6,8,14/15,0.326,b/bullore01.html,24,1,70,36,10,23,50,bullore01,0.375,338,49,1200720,University of North Carolina,92,2013,201,Right,0.657,-0.2,0.019,-0.2,9.8,0.466,1.5,16,0.9,6.2,0.3,0.3,10.9,3.2,-3.6,0.129,-4,-0.4,8.3,0.1
615,43,0.368,PG,246,124,Trey Burke,UTA,973,0.43,124,145,119,15,0.752,390,109,328,14/15,0.318,b/burketr01.html,370,31,1005,76,65,22,204,burketr01,0.4,2288,173,2548560,,,,,,0.388,0.1,0.05,0.8,10.4,0.455,1.5,8.7,0.5,12.6,1.6,1.6,23.9,25,0,0.144,-1.9,-1.9,5.2,2.4
