fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb,salary,college,weight,debut,height,shoots,fg3a_per_fga_pct,vorp,ws_per_48,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,per,orb_pct,dws,usg_pct,ast_pct,obpm,fta_per_fga_pct,bpm,dbpm,trb_pct,ws
275,11,0.4,PG,114,53,J.J. Barea,MIN,463,0.463,103,98,61,0,0.776,143,76,232,11-Dec,0.371,b/bareajo01.html,167,14,418,41,21,27,114,bareajo01,0.415,1032,100,4300000,Northeastern University,83,2006,183,Right,0.342,0.2,0.056,0.8,18.3,0.502,1,10.8,0,14.9,1.5,0.4,24.3,39,1.1,0.234,-1.3,-2.4,6.1,1.2
369,31,0.432,C,175,34,Andrea Bargnani,TOR,603,0.467,69,173,52,15,0.873,115,151,61,11-Dec,0.296,b/bargnan01.html,209,24,484,31,18,26,172,bargnan01,0.474,1032,148,9250000,,111,2006,213,Right,0.238,0.3,0.104,1.3,11,0.538,0.9,16.6,1.2,17.9,2.8,0.9,28.7,11.6,0.8,0.357,-0.8,-1.5,9.8,2.2
249,16,0.452,SF,129,46,Matt Barnes,LAL,491,0.512,73,128,152,48,0.742,138,95,126,11-Dec,0.333,b/barnema02.html,175,97,387,63,35,31,344,barnema02,0.518,1440,247,1906200,"University of California, Los Angeles",102,2004,201,Right,0.357,1.7,0.142,2.4,14.1,0.554,1.3,18.3,2.4,15.5,7.9,1.8,16.4,13.8,1.1,0.331,2.6,1.5,13.3,4.3
4,0,0.5,C,2,0,Earl Barron,GSW,4,0.5,0,0,5,0,,0,0,0,11-Dec,,b/barroea01.html,2,1,4,2,0,30,1,barroea01,0.5,9,0,185588,University of Memphis,113,2005,213,Right,0,0,0.054,0,0,0.5,0,0,0,4.7,12.6,0,20.5,0,-2,0,-10.3,-8.3,6.3,0
632,39,0.479,PF,303,0,Brandon Bass,BOS,738,0.479,65,163,135,54,0.81,0,132,55,11-Dec,,b/bassbr01.html,303,95,632,59,34,26,365,bassbr01,0.479,1868,270,4250000,Louisiana State University,113,2005,203,Right,0,0.4,0.122,1.5,8.5,0.524,1,16.3,2.2,14.1,6.3,3.2,19.8,5.1,-2.1,0.258,-1.1,1.1,11.5,4.7
50,11,0.373,C,19,0,Tony Battie,PHI,42,0.373,4,4,26,6,1,1,4,16,11-Dec,0,b/battito01.html,19,8,51,27,4,35,67,battito01,0.38,295,59,1352181,Texas Tech University,104,1997,211,Right,0.02,-0.1,0.076,0,7,0.398,0.7,22.3,1.5,7.3,3,0.5,9,7.6,-5.7,0.078,-3.9,1.8,12.6,0.5
109,10,0.387,SF,51,62,Shane Battier,MIA,311,0.493,37,37,105,33,0.622,183,23,82,11-Dec,0.339,b/battish01.html,113,56,292,65,64,33,156,battish01,0.468,1499,100,3000000,Duke University,99,2001,203,Right,0.627,1.4,0.104,1.2,10.7,0.504,2.2,7.7,1.8,9.7,4.6,2.1,10.7,8,0.2,0.127,1.7,1.5,6.2,3.3
367,34,0.451,SF,182,107,Nicolas Batum,POR,818,0.534,90,159,105,60,0.836,274,133,84,11-Dec,0.391,b/batumni01.html,289,81,641,59,57,23,271,batumni01,0.496,1791,190,2155365,,90,2008,203,Right,0.427,1.9,0.127,3.3,11.2,0.575,1.7,12.6,2.6,17.3,5.2,1.4,20.5,7.9,2.3,0.248,2.3,0,8.8,4.8
172,11,0.424,PG,73,44,Jerryd Bayless,TOR,353,0.504,53,88,70,4,0.852,104,75,118,11-Dec,0.423,b/bayleje01.html,117,8,276,31,24,23,66,bayleje01,0.424,705,58,3042280,University of Arizona,90,2008,190,Right,0.377,0.6,0.139,1.5,14.4,0.561,1.8,9.5,0.5,17.7,1.3,0.6,24.6,30.7,3.2,0.319,1.3,-1.9,5.5,2
396,7,0.445,SF,183,38,Michael Beasley,MIN,541,0.483,80,95,83,19,0.642,101,61,45,11-Dec,0.376,b/beaslmi01.html,221,39,497,47,18,23,207,beaslmi01,0.462,1087,168,6262347,Kansas State University,106,2008,206,Left,0.203,-0.5,0.022,-0.3,12.9,0.502,0.9,17.2,1.2,13,4,0.8,25.3,7.7,-2.5,0.191,-3.9,-1.4,10.6,0.5
313,12,0.422,PG,150,38,Rodrigue Beaubois,DAL,472,0.465,70,69,98,28,0.841,132,58,152,11-Dec,0.288,b/beaubro01.html,188,19,445,53,56,23,151,beaubro01,0.479,1151,132,1236720,,77,2009,183,Right,0.297,0.9,0.092,0.5,12.8,0.496,2.6,12.8,1.9,15.3,1.9,1.7,22,22.7,-0.1,0.155,1.3,1.4,7.4,2.2
402,55,0.417,SG,179,107,Marco Belinelli,NOH,780,0.495,69,129,115,5,0.783,284,101,101,11-Dec,0.377,b/belinma01.html,286,19,686,66,48,25,172,belinma01,0.445,1966,153,3377604,,95,2007,196,Right,0.414,0.3,0.071,1.9,8.5,0.525,1.3,9.1,0.2,11.9,1.2,1,19.5,8.9,0.5,0.188,-1.4,-1.8,5.2,2.9
87,33,0.466,SG,47,34,Raja Bell,UTA,217,0.563,21,25,78,2,0.84,87,21,38,11-Dec,0.391,b/bellra01.html,81,6,174,34,13,35,49,bellra01,0.54,796,43,3240000,,,,,,0.5,0.2,0.069,1,10.2,0.586,0.9,6.3,0.2,8.3,0.9,0.1,11.6,7,0.5,0.144,-1.1,-1.6,3.5,1.1
39,4,0.282,PG,8,27,Mike Bibby,NYK,103,0.391,20,8,45,3,0.75,85,6,80,11-Dec,0.318,b/bibbymi01.html,35,5,124,39,21,33,59,bibbymi01,0.205,557,54,1352181,University of Arizona,86,1999,185,Right,0.685,-0.1,0.061,0,13.6,0.404,1.9,11.3,0.4,7.8,1,0.7,11.9,21.2,-2.3,0.065,-2.5,-0.2,6.1,0.7
64,35,0.609,C,39,0,Andris Biedrins,GSW,79,0.609,14,9,125,45,0.111,0,1,16,11-Dec,,b/biedran01.html,39,45,64,47,23,25,176,biedran01,0.609,739,131,9000000,,,,,,0,0.3,0.085,0.6,17.1,0.581,1.6,20,4.7,8.8,6.9,0.7,5.1,3,-3.1,0.141,-0.2,2.9,13.5,1.3
103,20,0.364,SG,35,48,Chauncey Billups,LAC,299,0.469,38,95,40,3,0.895,125,85,80,11-Dec,0.384,b/billuch01.html,83,4,228,20,9,35,50,billuch01,0.34,607,46,2000032,University of Colorado,91,1997,190,Right,0.548,0.3,0.135,1.5,12.3,0.554,0.8,9.1,0.4,16.1,0.8,0.2,23.4,21,2.9,0.417,-0.4,-3.2,4.9,1.7
278,41,0.464,C,129,0,Bismack Biyombo,CHA,327,0.464,71,143,145,115,0.483,0,69,27,11-Dec,,b/biyombi01.html,129,113,278,63,20,19,368,biyombi01,0.464,1455,255,2798040,,115,2011,206,Right,0,-0.7,0.019,-0.5,17.2,0.48,0.7,20.8,5.9,10.6,8.6,1.1,13.1,3.1,-5.4,0.514,-3.9,1.5,14.5,0.6
503,62,0.534,PF,269,0,DeJuan Blair,SAS,611,0.534,92,119,168,12,0.613,1,73,78,11-Dec,0,b/blairde01.html,269,154,504,64,59,22,351,blairde01,0.535,1363,197,986000,University of Pittsburgh,122,2009,201,Right,0.002,1.2,0.142,2.2,14.2,0.549,2.2,16.3,0.6,17.6,13.2,1.8,21.7,9.2,0.8,0.236,1.6,0.8,14.8,4
110,5,0.377,PG,48,53,Steve Blake,LAL,276,0.476,72,27,75,2,0.778,158,21,175,11-Dec,0.335,b/blakest01.html,101,9,268,53,39,31,85,blakest01,0.436,1237,76,4000000,,,,,,0.59,-0.3,0.04,0.2,20.5,0.493,1.7,6.6,0.1,8.5,0.9,0.8,13,21,-1.4,0.101,-2.9,-1.4,3.8,1
238,13,0.38,PF,91,2,Andray Blatche,WAS,221,0.384,37,49,54,17,0.673,7,33,28,11-Dec,0.286,b/blatcan01.html,93,42,245,26,20,25,150,blatcan01,0.382,626,108,6442083,,106,2005,211,Right,0.029,-0.5,-0.011,-0.8,12.2,0.415,1.7,19.6,2.1,10.6,7.5,0.6,21.7,7.3,-4.8,0.2,-5.1,-0.3,13.5,-0.1
96,1,0.389,PG,43,6,Eric Bledsoe,LAC,132,0.413,47,44,58,14,0.636,30,28,66,11-Dec,0.2,b/bledser01.html,49,22,126,40,31,22,65,bledser01,0.448,464,43,1596360,University of Kentucky,86,2010,185,Right,0.238,0.1,0.022,-0.4,24.4,0.454,3.6,11.1,2.5,11.2,5.6,0.6,19.1,21.6,-3,0.349,-0.9,2,8.3,0.2
9,1,0.381,SF,5,3,Keith Bogans,NJN,21,0.452,3,5,15,0,0.4,12,2,3,11-Dec,0.25,b/boganke01.html,8,5,21,5,2,31,11,boganke01,0.556,94,6,848266,University of Kentucky,97,2003,196,Right,0.571,-0.1,-0.005,0,11.5,0.453,1.1,7.6,0,4.8,6,0,12.8,5.1,-2.3,0.238,-5.1,-2.7,6.8,0
135,12,0.449,C,61,0,Andrew Bogut,MIL,136,0.449,24,23,36,24,0.609,1,14,31,11-Dec,0,b/bogutan01.html,61,22,136,12,12,27,100,bogutan01,0.452,364,78,12000000,,,,,,0.007,0.2,0.062,-0.1,14.1,0.465,1.7,24.3,5,14.9,6.5,0.6,20.6,13.7,-3.2,0.169,0,3.2,15.1,0.5
100,2,0.44,PF,49,105,Matt Bonner,SAS,429,0.59,14,21,68,21,0.762,250,16,61,11-Dec,0.42,b/bonnema01.html,154,29,350,65,15,31,214,bonnema01,0.49,1326,185,3315000,University of Florida,106,2004,208,Right,0.714,1.3,0.143,2.7,3.8,0.597,0.6,15.7,1.1,13.2,2.6,1.2,12.8,6.5,2.3,0.06,2,-0.3,9.3,4
339,32,0.531,PF,180,1,Trevor Booker,WAS,419,0.532,58,93,138,43,0.602,2,56,40,11-Dec,0.5,b/booketr01.html,181,119,341,50,48,24,325,booketr01,0.531,1261,206,1294920,Clemson University,103,2010,203,Left,0.006,0.7,0.113,1.6,13.2,0.549,2,18.6,2.6,15.4,10.6,1.4,15.6,5.1,-0.7,0.273,0.3,1,14.5,3
841,66,0.532,PF,448,0,Carlos Boozer,CHI,991,0.532,115,137,168,24,0.693,1,95,125,11-Dec,0,b/boozeca01.html,448,114,842,66,63,30,564,boozeca01,0.533,1948,450,13500000,Duke University,117,2002,206,Right,0.001,2,0.187,3.3,11.3,0.549,1.7,25.3,0.9,19.7,6.7,4.3,23.8,11.8,0.3,0.163,2,1.7,16.1,7.6
772,57,0.487,PF,383,10,Chris Bosh,MIA,1025,0.493,117,279,128,45,0.821,35,229,103,11-Dec,0.286,b/boshch01.html,393,94,807,57,51,27,452,boshch01,0.496,2007,358,16022500,,,,,,0.043,1,0.165,3.6,11.2,0.551,1.3,20.5,1.8,18.9,5.8,3.3,24.2,9.1,-0.3,0.346,0,0.3,13.5,6.9
24,1,0.273,PF,6,3,Craig Brackins,PHI,22,0.318,4,2,6,1,0.5,9,1,8,11-Dec,0.333,b/brackcr01.html,9,5,33,14,0,24,15,brackcr01,0.25,88,10,1404960,Iowa State University,104,2010,208,Right,0.273,-0.1,-0.065,-0.2,10.6,0.325,0,12.7,0.9,4.3,6.3,0.1,20.2,13.5,-6.3,0.061,-8.1,-1.9,9.5,-0.1
348,28,0.498,PG,178,22,Avery Bradley,BOS,484,0.525,75,78,109,12,0.795,54,62,87,11-Dec,0.407,b/bradlav01.html,200,34,402,64,43,21,115,bradlav01,0.511,1368,81,1524480,,,,,,0.134,0.2,0.085,0.6,14.7,0.555,1.7,6.7,0.7,11.3,3.1,1.9,17.9,10.8,-1.6,0.194,-1.3,0.3,5,2.4
580,60,0.494,C,287,0,Elton Brand,PHI,659,0.494,65,116,176,97,0.733,1,85,97,11-Dec,0,b/brandel01.html,287,145,581,60,58,32,429,brandel01,0.495,1732,284,17059727,,,,,,0.002,2.2,0.168,2.5,9.3,0.521,1.8,18.3,4.2,18,9.2,3.6,18.9,9.2,-0.5,0.2,2.9,3.4,13.7,6.1
336,17,0.434,SF,168,33,Corey Brewer,DEN,525,0.47,56,130,113,17,0.692,127,90,88,11-Dec,0.26,b/breweco01.html,201,43,463,59,72,25,150,breweco01,0.5,1287,107,3059000,University of Florida,84,2007,206,Right,0.274,0.8,0.085,1.1,9.7,0.505,2.9,9.4,1,13.7,4,1.1,20,10.6,0.3,0.281,0.3,0,6.8,2.3
376,43,0.427,SG,171,19,Ronnie Brewer,CHI,455,0.448,59,100,64,21,0.56,69,56,137,11-Dec,0.275,b/brewero02.html,190,72,445,66,72,26,231,brewero02,0.455,1635,159,4710000,University of Arkansas,99,2006,201,Right,0.155,1.3,0.113,1,10.8,0.465,2.4,10.6,0.9,12.3,5,2.9,15.3,12.7,-1,0.225,1.2,2.3,7.9,3.9
44,0,0.333,PF,15,0,Jon Brockman,MIL,37,0.333,10,15,33,1,0.467,1,7,9,11-Dec,0,b/brockjo01.html,15,33,45,35,4,24,75,brockjo01,0.341,239,42,1000000,University of Washington,115,2009,201,Right,0.022,-0.2,0.023,-0.1,16.2,0.359,0.9,19.9,0.3,6.6,14.8,0.2,11.4,5.2,-4.5,0.333,-5.3,-0.8,17.3,0.1
490,47,0.428,SG,227,47,MarShon Brooks,NJN,708,0.465,118,148,116,15,0.764,150,113,131,11-Dec,0.313,b/brookma01.html,274,70,640,56,52,23,200,brookma01,0.463,1648,130,1110120,Providence College,90,2011,196,Right,0.234,-0.2,0.022,0.5,14.3,0.502,1.7,9.4,0.7,12.9,4.8,0.3,22.9,14.6,-0.7,0.231,-2.5,-1.8,7,0.8
385,17,0.518,SF,206,6,Derrick Brown,CHA,524,0.526,55,141,96,12,0.667,24,94,67,11-Dec,0.25,b/brownde04.html,212,95,409,65,48,24,236,brownde04,0.535,1443,141,854389,Xavier University,102,2009,201,Left,0.059,0.2,0.076,2,10.5,0.556,1.8,11.6,0.6,14.7,7.3,0.3,16.8,8.5,-0.3,0.345,-1.5,-1.2,9.4,2.3
40,3,0.525,C,21,0,Kwame Brown,GSW,57,0.525,14,34,21,0,0.441,0,15,4,11-Dec,,b/brownkw01.html,21,16,40,9,8,29,57,brownkw01,0.525,187,41,6750000,,122,2001,211,Right,0,-0.2,0.031,-0.1,20.3,0.519,2.2,24.8,0,11.1,9.7,0.2,17,3.2,-4.7,0.85,-6.2,-1.5,17.3,0.1
410,19,0.42,SG,183,68,Shannon Brown,PHO,650,0.477,64,99,66,15,0.808,188,80,69,11-Dec,0.362,b/brownsh01.html,251,38,598,59,44,26,157,brownsh01,0.446,1400,119,3500000,,,,,,0.314,0.2,0.054,0.8,9.1,0.507,1.6,9.5,0.8,13.6,3.1,0.8,22.8,8.1,0,0.166,-1.3,-1.3,6.3,1.6
1049,58,0.43,SG,487,87,Kobe Bryant,LAL,1616,0.462,204,451,105,18,0.845,287,381,264,11-Dec,0.303,b/bryanko01.html,574,66,1336,58,69,33,313,bryanko01,0.464,2232,247,25244493,,96,1996,198,Right,0.215,2.4,0.132,4.2,11.7,0.527,1.6,11.8,0.6,21.9,3.5,2,35.7,23.7,3.6,0.338,2.3,-1.4,7.8,6.2
252,9,0.442,SF,120,88,Chase Budinger,HOU,558,0.535,55,70,65,7,0.771,219,54,74,11-Dec,0.402,b/budinch01.html,208,38,471,58,29,23,217,budinch01,0.476,1298,179,854389,University of Arizona,94,2009,201,Right,0.465,0.6,0.111,2,9.9,0.556,1.2,16.2,0.4,14.9,3.4,1,19.5,9.3,1.2,0.149,0,-1.3,9.7,3
312,0,0.429,SG,138,15,Alec Burks,UTA,425,0.45,51,143,84,5,0.727,45,104,55,11-Dec,0.333,b/burksal01.html,153,57,357,59,27,20,132,burksal01,0.442,939,75,2020200,University of Colorado,97,2011,198,Right,0.126,-0.1,0.076,1.1,10.8,0.506,1.5,9.3,0.4,14,6.9,0.4,22.5,9.5,-0.2,0.401,-2.5,-2.2,8.1,1.5
448,63,0.407,SF,195,92,Caron Butler,LAC,753,0.472,77,107,123,9,0.813,257,87,78,11-Dec,0.358,b/butleca01.html,287,44,705,63,52,31,230,butleca01,0.435,1871,186,8000000,University of Connecticut,103,2002,201,Right,0.365,-0.1,0.059,1.2,9.3,0.501,1.5,12,0.4,11.7,2.8,1.1,20.4,6.8,-0.7,0.152,-2.2,-1.5,7.3,2.3
68,0,0.405,SG,30,2,Jimmy Butler,CHI,109,0.418,14,56,20,5,0.768,11,43,14,11-Dec,0.182,b/butleji01.html,32,23,79,42,11,22,56,butleji01,0.441,359,33,1020960,Marquette University,99,2012,201,Right,0.139,0.1,0.144,0.5,11.9,0.526,1.6,10.1,1,12.5,7.3,0.6,14.9,5.7,-1.7,0.709,-1.3,0.4,8.7,1.1
56,14,0.308,SF,20,21,Rasual Butler,TOR,110,0.387,15,12,39,5,0.583,77,7,19,11-Dec,0.273,b/butlera01.html,41,6,133,34,7,32,66,butlera01,0.357,453,60,1229255,La Salle University,97,2002,201,Right,0.579,-0.4,-0.022,-0.6,9.8,0.398,0.8,15.4,0.9,4.8,1.6,0.4,15.9,6.8,-4.2,0.09,-5.5,-1.3,8.5,-0.2
791,60,0.558,C,443,1,Andrew Bynum,LAL,1123,0.558,152,338,104,116,0.692,5,234,85,11-Dec,0.2,b/bynuman01.html,444,192,796,60,27,24,709,bynuman01,0.56,2112,517,14900000,,129,2005,213,Right,0.006,2,0.183,4.8,13.9,0.594,0.7,26.1,4,22.9,10.6,3.3,23.8,7.4,0.7,0.425,1.8,1.2,18.7,8
165,0,0.381,PG,67,7,Will Bynum,DET,204,0.399,54,64,61,3,0.766,29,49,66,11-Dec,0.241,b/bynumwi01.html,74,10,194,36,23,29,56,bynumwi01,0.406,514,46,3250000,Georgia Institute of Technology,83,2006,183,Right,0.149,-0.4,-0.022,-0.7,19.6,0.459,2.4,11.1,0.5,10,2.3,0.4,24.8,22.4,-3.6,0.33,-5.2,-1.6,6.5,-0.2
