fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb,salary,college,weight,debut,height,shoots,fg3a_per_fga_pct,vorp,ws_per_48,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,per,orb_pct,dws,usg_pct,ast_pct,obpm,fta_per_fga_pct,bpm,dbpm,trb_pct,ws
172,41,0.434,C,75,1,Rafael Araujo,TOR,196,0.437,52,55,157,8,0.782,3,43,16,04-May,0.333,a/araujra01.html,76,59,175,59,21,24,185,araujra01,0.436,736,126,2082720,Brigham Young University,127,2004,211,Right,0.017,-0.7,0.016,-0.4,20.7,0.492,1.5,19.7,0.8,7.1,8.9,0.7,15.6,3.4,-5.2,0.314,-5.9,-0.7,14.2,0.3
961,80,0.431,PG,451,205,Gilbert Arenas,WAS,2038,0.498,242,640,245,23,0.814,562,521,411,04-May,0.365,a/arenagi01.html,656,83,1523,80,139,23,378,arenagi01,0.469,3274,295,9389600,University of Arizona,86,2001,190,Right,0.369,4.9,0.169,9.2,11.8,0.565,2.2,10.5,0.5,21.3,2.8,2.3,27.3,22.9,5.5,0.42,4,-1.5,6.5,11.5
376,12,0.442,SF,169,3,Trevor Ariza,NYK,468,0.446,73,174,150,18,0.695,13,121,85,04-May,0.231,a/arizatr01.html,172,89,389,80,70,19,242,arizatr01,0.449,1382,153,385277,"University of California, Los Angeles",97,2004,203,Right,0.033,0.4,0.073,0.8,13.6,0.503,2.7,13.1,1,13.3,7.5,1.3,17.8,9.8,-1.6,0.447,-1,0.7,10.3,2.1
166,16,0.321,PG,61,28,Darrell Armstrong,TOT,264,0.372,67,68,92,8,0.853,111,58,178,04-May,0.252,a/armstda01.html,89,35,277,66,45,36,115,armstda01,0.367,988,80,2275000,Fayetteville State University,77,1995,183,Right,0.401,0.1,0.039,-0.2,17.9,0.43,2.4,9.3,0.6,11,4,1,17.3,27.9,-1.2,0.245,-1.6,-0.4,6.7,0.8
399,16,0.389,PG,159,8,Carlos Arroyo,TOT,461,0.399,107,149,143,4,0.799,30,119,280,04-May,0.267,a/arroyca01.html,167,26,429,70,44,25,104,arroyca01,0.398,1448,78,4000000,Florida International University,91,2001,188,Right,0.07,-1,0.043,0.3,17.8,0.466,1.7,6.5,0.2,11.3,2.1,1,19.3,32.3,-2.3,0.347,-4.8,-2.5,4.3,1.3
455,82,0.426,PG,212,176,Chucky Atkins,LAL,1115,0.523,151,203,181,2,0.803,455,163,358,04-May,0.387,a/atkinch01.html,388,31,910,82,73,30,197,atkinch01,0.466,2903,166,4200000,University of South Florida,72,1999,180,Right,0.5,0.8,0.074,4.7,13.1,0.558,1.3,6.4,0.1,13.4,1.2,-0.2,17.9,20.6,2,0.223,-0.9,-2.9,3.8,4.5
167,7,0.407,SF,68,0,Stacey Augmon,ORL,193,0.407,31,77,83,8,0.74,0,57,36,04-May,,a/augmost01.html,68,45,167,55,23,36,99,augmost01,0.407,663,54,1100000,"University of Nevada, Las Vegas",92,1991,203,Left,0,-0.2,0.053,0.3,13.4,0.48,1.8,9,0.9,9.8,7.7,0.4,15.3,8.1,-2.5,0.461,-3.1,-0.6,8.4,0.7
41,0,0.31,PF-C,13,0,Vin Baker,TOT,35,0.31,17,17,38,4,0.529,1,9,10,04-May,0,b/bakervi01.html,13,17,42,27,2,33,39,bakervi01,0.317,204,22,3500000,University of Hartford,105,1993,211,Right,0.024,-0.3,-0.091,-0.5,25.6,0.354,0.5,12.7,1.5,1.4,9.7,0.1,14.9,7.2,-7.2,0.405,-7.7,-0.5,11.2,-0.4
227,2,0.402,PG,94,21,Marcus Banks,BOS,372,0.439,79,163,146,13,0.742,59,121,155,04-May,0.356,b/banksma01.html,115,29,286,81,63,23,126,banksma01,0.414,1145,97,1611840,"University of Nevada, Las Vegas",90,2003,188,Right,0.206,0.2,0.081,0.8,18.1,0.52,2.8,9.7,0.9,12.3,3,1.2,17.2,20.3,-1.3,0.57,-1.5,-0.2,6.4,1.9
215,6,0.475,PG,117,51,Leandro Barbosa,PHO,442,0.547,87,69,127,7,0.797,139,55,126,04-May,0.367,b/barbole01.html,168,32,354,63,30,22,130,barbole01,0.544,1087,98,870000,,87,2003,190,Right,0.393,0.3,0.081,1.2,18.5,0.575,1.4,9.2,0.4,12.8,3.3,0.6,18.9,16.7,0.5,0.195,-0.8,-1.3,6.4,1.8
129,9,0.411,SF,57,5,Matt Barnes,SAC,164,0.427,45,58,80,7,0.603,22,35,57,04-May,0.227,b/barnema02.html,62,49,151,43,30,24,133,barnema02,0.442,715,84,695046,"University of California, Los Angeles",102,2004,201,Right,0.146,-0.1,0.028,-0.2,20.3,0.465,2.2,13.1,0.7,9,7.7,0.6,13.8,11.1,-3,0.384,-2.5,0.5,10.4,0.4
72,1,0.363,PG,31,14,Andre Barrett,TOT,118,0.419,27,19,51,1,0.737,52,14,69,04-May,0.269,b/barrean01.html,45,11,124,38,19,22,40,barrean01,0.431,483,29,385277,Seton Hall University,78,2004,178,Right,0.419,-0.2,0.041,-0.1,16.9,0.446,2.1,6.7,0.1,8.6,2.7,0.5,15,22.3,-2.4,0.153,-3.5,-1.1,4.7,0.4
179,8,0.423,SG,94,100,Brent Barry,SAS,601,0.532,64,135,123,20,0.837,280,113,178,04-May,0.357,b/barrybr01.html,194,29,459,81,39,33,190,barrybr01,0.525,1742,161,4264900,Oregon State University,83,1995,198,Right,0.61,1.8,0.168,3.5,11,0.58,1.2,10.8,0.8,14,1.9,2.7,15.6,16.3,1.7,0.294,2,0.3,6.4,6.1
203,2,0.438,SG,90,71,Jon Barry,TOT,455,0.534,67,71,95,9,0.873,165,62,167,04-May,0.43,b/barryjo01.html,161,26,368,69,60,35,159,barryjo01,0.443,1505,133,1800000,Georgia Institute of Technology,88,1992,193,Right,0.448,1.1,0.125,2.1,14.4,0.57,2.1,10.1,0.5,13.4,2,1.8,14.4,18.1,0.4,0.193,0.8,0.4,6.2,3.9
348,32,0.46,C,163,0,Tony Battie,ORL,394,0.46,81,94,244,81,0.723,6,68,42,04-May,0,b/battito01.html,163,109,354,81,30,28,452,battito01,0.468,1894,343,4800000,Texas Tech University,104,1997,211,Right,0.017,-0.4,0.051,0.1,17,0.498,0.8,20,3,8.6,6.5,1.9,11,3.2,-3.9,0.266,-2.9,1,13.4,2
436,72,0.442,SG,201,70,Shane Battier,MEM,792,0.499,75,228,201,77,0.789,177,180,126,04-May,0.395,b/battish01.html,271,158,613,80,91,26,413,battish01,0.461,2516,255,3212402,Duke University,99,2001,203,Right,0.289,3.6,0.149,4.4,9.5,0.555,2,12.1,2.4,14.8,7.6,3.4,14.8,8.3,1.3,0.372,3.7,2.4,9.8,7.8
11,0,0.273,PF,3,0,Lonny Baxter,NOH,6,0.273,4,2,10,0,0,0,0,0,04-May,,b/baxtelo01.html,3,4,11,4,0,26,8,baxtelo01,0.273,36,4,542475,,,,,,0,-0.2,-0.266,-0.2,25.2,0.253,0,13.7,0,-8,12.6,0,20.5,0,-14.4,0.182,-20.6,-6.2,13.2,-0.2
533,32,0.454,SG,249,54,Raja Bell,UTA,772,0.495,79,150,205,8,0.747,134,112,91,04-May,0.403,b/bellra01.html,303,48,667,63,44,28,201,bellra01,0.467,1790,153,1320000,,,,,,0.201,0,0.06,1.6,9.7,0.527,1.3,10.9,0.4,12.2,3.2,0.6,20.9,9.3,0,0.225,-2.1,-2.1,7,2.2
35,0,0.4,SF,15,1,Jonathan Bender,IND,36,0.413,10,6,9,2,0.5,5,3,4,04-May,0.2,b/bendejo01.html,16,5,40,7,1,24,14,bendejo01,0.429,93,9,6525000,,91,1999,211,Right,0.125,-0.2,-0.12,-0.3,19,0.422,0.6,11.4,1.6,5.8,6.5,0.1,27.1,8.6,-7.6,0.15,-10,-2.3,9,-0.2
367,6,0.42,PG,164,26,Travis Best,NJN,514,0.449,67,122,148,9,0.885,85,108,143,04-May,0.306,b/besttr01.html,190,19,452,76,66,32,107,besttr01,0.447,1461,88,1000000,Georgia Institute of Technology,82,1995,180,Left,0.188,-0.3,0.084,0.8,11.7,0.508,2.4,7.4,0.5,11.9,1.5,1.8,18.4,17.4,-2.1,0.27,-2.9,-0.8,4.4,2.5
900,80,0.443,PG,429,131,Mike Bibby,SAC,1571,0.495,203,413,191,30,0.775,364,320,541,04-May,0.36,b/bibbymi01.html,560,77,1264,80,124,26,332,bibbymi01,0.477,3084,255,10500000,University of Arizona,86,1999,185,Right,0.288,3.3,0.133,6.6,12.3,0.543,2.1,9.2,0.7,19.2,2.8,1.9,23.8,28.1,3.5,0.327,2.3,-1.2,6,8.5
77,1,0.577,C,45,0,Andris Biedrins,GSW,109,0.577,12,40,87,24,0.475,1,19,12,04-May,0,b/biedran01.html,45,47,78,30,12,18,118,biedran01,0.584,384,71,1727760,,,,,,0.013,0.2,0.154,0.7,11.2,0.57,1.6,21.1,4.4,14.8,12.7,0.6,12.4,4.9,-1.9,0.513,0.2,2,16.7,1.2
526,80,0.442,PG,239,165,Chauncey Billups,DET,1316,0.533,180,382,194,9,0.898,387,343,464,04-May,0.426,b/billuch01.html,404,48,913,80,81,28,271,billuch01,0.454,2866,223,5455200,University of Colorado,91,1997,190,Right,0.424,4.2,0.202,8.6,14.3,0.609,1.6,9,0.2,19,2,3.5,20.7,28.2,4.7,0.418,3.8,-0.9,5.5,12.1
93,1,0.328,PG,25,36,Steve Blake,WAS,191,0.425,39,41,47,0,0.805,93,33,69,04-May,0.387,b/blakest01.html,61,18,186,44,13,24,71,blakest01,0.269,648,53,620046,,,,,,0.5,-0.5,0.02,0,16,0.468,1,9.5,0,8.4,3,0.2,16.4,16.2,-2.2,0.22,-5.1,-2.9,6.2,0.3
617,57,0.529,C,327,0,Mark Blount,BOS,771,0.529,158,164,229,64,0.713,1,117,129,04-May,0,b/blounma01.html,327,143,618,82,33,29,397,blounma01,0.53,2130,254,4903000,University of Pittsburgh,104,2000,213,Right,0.002,0.4,0.063,1.2,18.6,0.559,0.8,13.6,2.3,12.5,8,1.6,17.9,9.9,-1.4,0.265,-1.2,0.2,10.9,2.8
3,0,0.4,SG,1,1,Tony Bobbitt,LAL,5,0.5,0,0,1,0,,2,0,0,04-May,0.5,b/bobbito01.html,2,0,5,2,0,25,3,bobbito01,0.333,12,3,305403,,,,,,0.4,0,0.059,0,0,0.5,0,28,0,11.7,0,0,18.8,0,-5.5,0,-13.9,-8.4,14.1,0
515,42,0.381,SG,205,57,Keith Bogans,CHA,714,0.422,122,183,167,8,0.727,173,133,135,04-May,0.329,b/boganke01.html,262,76,688,74,68,24,226,boganke01,0.398,1791,150,620046,University of Kentucky,97,2003,196,Right,0.251,-0.3,0.002,-1,13.7,0.465,2,10.1,0.3,10.4,4.6,1.1,22,12.6,-1.7,0.266,-2.7,-1.1,7.2,0.1
371,0,0.533,C,208,39,Matt Bonner,TOR,589,0.576,40,71,220,19,0.789,92,56,48,04-May,0.424,b/bonnema01.html,247,108,463,82,39,24,285,bonnema01,0.561,1553,177,385277,University of Florida,106,2004,208,Right,0.199,0.7,0.13,3.3,7.5,0.596,1.3,13.1,0.9,14.7,7.7,0.9,15.7,5.3,0.9,0.153,-0.1,-1.1,10.4,4.2
107,1,0.454,C,49,0,Calvin Booth,TOT,124,0.454,16,32,78,28,0.813,1,26,8,04-May,0,b/boothca01.html,49,29,108,51,15,28,107,boothca01,0.458,451,78,5900700,Pennsylvania State University,104,2000,211,Left,0.009,0,0.101,0.3,11.6,0.508,1.7,19.7,4.6,11.9,7.4,0.7,13.8,2.7,-3.7,0.296,-2.1,1.5,13.6,1
692,51,0.521,PF,361,0,Carlos Boozer,UTA,909,0.521,137,268,179,24,0.698,1,187,144,04-May,0,b/boozeca01.html,361,141,693,51,41,23,457,boozeca01,0.522,1772,316,10967500,Duke University,117,2002,206,Right,0.001,1.8,0.111,2.7,14.5,0.56,1.3,22.7,1.1,19.2,9.6,1.4,24.6,15.9,1.8,0.387,2.1,0.3,16,4.1
172,23,0.43,C,74,0,Curtis Borchardt,UTA,200,0.43,52,71,160,32,0.732,0,52,49,04-May,,b/borchcu01.html,74,86,172,67,10,24,224,borchcu01,0.43,859,138,1280880,Stanford University,108,2003,213,Right,0,0,0.046,0.2,20.4,0.492,0.6,20.5,3.2,9.4,12.1,0.6,13.7,9.1,-2.9,0.413,-2.2,0.8,16.2,0.8
995,81,0.471,PF,470,3,Chris Bosh,TOR,1361,0.472,187,542,226,113,0.76,10,412,153,04-May,0.3,b/boshch01.html,473,194,1005,81,76,20,718,boshch01,0.472,3017,524,3129720,,,,,,0.01,1.8,0.108,3.9,13.1,0.547,1.3,20,2.7,17.5,7.1,2.9,21.7,8.6,-0.8,0.539,0.4,1.2,13.5,6.8
345,82,0.42,SF,149,102,Bruce Bowen,SAS,675,0.505,57,112,175,39,0.634,253,71,126,04-May,0.403,b/bowenbr01.html,251,50,598,82,55,33,285,bowenbr01,0.432,2627,235,3000000,"California State University, Fullerton",83,1997,201,Right,0.423,2.1,0.111,2.1,8.1,0.521,1.1,10.5,1.1,9.5,2.2,4,12.5,7.5,-0.6,0.187,1.1,1.8,6.3,6.1
105,6,0.423,SF,44,3,Ryan Bowen,HOU,111,0.437,7,21,61,5,0.667,6,14,18,04-May,0.5,b/bowenry01.html,47,21,111,66,23,29,76,bowenry01,0.419,604,55,807046,University of Iowa,97,1999,201,Right,0.054,0,0.087,0.2,5.5,0.462,2.1,10.4,0.6,7.7,4.2,0.9,9.9,4.7,-3.7,0.189,-2.1,1.6,7.3,1.1
658,5,0.413,PG,284,56,Earl Boykins,DEN,1015,0.447,121,303,122,12,0.921,166,279,372,04-May,0.337,b/boykiea01.html,340,37,824,82,78,28,143,boykiea01,0.432,2162,106,2500000,,,,,,0.201,0.6,0.133,4.2,11.2,0.53,1.9,5.6,0.4,17.1,2,1.7,22.2,28.1,1.5,0.368,-0.9,-2.4,3.8,6
23,0,0.625,PF,15,0,Michael Bradley,TOT,33,0.625,5,8,12,2,0.375,1,3,5,04-May,0,b/bradlmi01.html,15,8,24,18,1,25,28,bradlmi01,0.652,119,20,720046,Villanova University,111,2001,208,Right,0.042,-0.1,0.082,0.1,15.4,0.6,0.4,18.7,1.2,11.7,7.6,0.1,12.1,6.7,-2.7,0.333,-3.9,-1.2,13.2,0.2
186,14,0.452,C,84,0,Shawn Bradley,DAL,211,0.452,33,63,153,63,0.683,0,43,15,04-May,,b/bradlsh01.html,84,70,186,77,25,32,214,bradlsh01,0.452,885,144,4000000,Brigham Young University,106,1993,229,Right,0,0.2,0.102,0.4,13.4,0.494,1.5,17.8,5.3,11,9,1.5,12.5,2.5,-3.4,0.339,-1,2.4,13.5,1.9
1248,81,0.503,PF,629,0,Elton Brand,LAC,1622,0.503,183,484,240,169,0.752,3,364,208,04-May,0,b/brandel01.html,629,296,1251,81,62,25,770,brandel01,0.504,3001,474,12056000,,,,,,0.002,4.8,0.169,6.9,11.1,0.554,1.1,18.4,4.3,22.4,12.2,3.7,25.4,13.3,2.7,0.387,4.4,1.6,15.4,10.6
22,0,0.297,PG,8,3,Jamison Brewer,NYK,31,0.338,13,13,11,1,0.462,15,6,12,04-May,0.2,b/breweja01.html,11,6,37,18,8,24,22,breweja01,0.364,185,16,720046,Auburn University,83,2001,193,Right,0.405,-0.2,-0.074,-0.4,23.3,0.363,2.3,10.2,0.4,4,3.8,0.1,13.7,9.4,-5.5,0.351,-5.5,0,7,-0.3
756,72,0.512,C,387,0,Primoz Brezec,CHA,938,0.512,106,220,183,55,0.745,0,164,86,04-May,,b/brezepr01.html,387,226,756,72,33,25,531,brezepr01,0.512,2276,305,1554326,,114,2001,218,Right,0,1.2,0.104,3.5,11.1,0.55,0.8,16.2,1.8,16.1,10.8,1.4,18.7,6.6,0.2,0.291,0.1,-0.2,13.3,4.9
288,0,0.423,SG,128,45,Devin Brown,SAS,494,0.478,53,130,83,12,0.792,121,103,92,04-May,0.372,b/brownde02.html,173,37,409,67,39,26,176,brownde02,0.444,1238,139,695046,University of Texas at San Antonio,99,2002,196,Right,0.296,0.7,0.145,1.6,10.2,0.53,1.7,13.1,0.7,14.6,3.5,2.1,19.5,12.4,-0.2,0.318,0.4,0.6,8.3,3.7
3,0,0.333,SF,2,0,Kedrick Brown,PHI,12,0.333,5,10,4,1,0.8,3,8,4,04-May,0,b/brownke01.html,2,1,6,8,3,23,11,brownke01,0.667,55,10,2332388,Okaloosa-Walton Community College,100,2001,201,Right,0.5,0,0.06,0,32.5,0.577,2.8,20.7,1.4,9.7,2,0.1,12.4,10.3,-5.2,1.667,-3.2,2,11.2,0.1
237,14,0.46,PF,109,0,Kwame Brown,WAS,292,0.46,67,129,112,15,0.574,0,74,39,04-May,,b/brownkw01.html,109,72,237,42,25,22,206,brownkw01,0.46,908,134,5361873,,122,2001,211,Right,0,-0.6,0.032,-0.2,18.6,0.497,1.4,17.2,1.2,10.4,8.6,0.8,17.4,6.8,-3.9,0.544,-4.4,-0.5,12.8,0.6
758,78,0.446,PF,338,0,P.J. Brown,NOH,886,0.446,101,243,233,50,0.864,0,210,178,04-May,,b/brownpj01.html,338,266,758,82,74,35,737,brownpj01,0.446,2817,471,8000000,Louisiana Tech University,102,1993,211,Right,0,2.3,0.118,4,10.5,0.512,1.4,20.6,1.4,15.5,10.7,2.9,15.9,11.2,-0.5,0.321,1.3,1.7,15.5,6.9
276,0,0.356,PG,98,26,Tierre Brown,LAL,333,0.394,74,75,59,1,0.787,72,59,155,04-May,0.361,b/brownti01.html,124,21,348,76,32,25,93,brownti01,0.355,1066,72,720046,McNeese State University,85,2001,188,Right,0.207,-1.2,-0.021,-0.5,16.3,0.437,1.6,7.6,0.1,9.5,2.2,0,19.3,23.6,-3.5,0.216,-6.6,-3.1,4.9,-0.5
312,39,0.376,PG,118,48,Rick Brunson,LAC,437,0.43,125,74,106,7,0.77,130,57,410,04-May,0.369,b/brunsri01.html,166,23,442,80,82,32,187,brunsri01,0.378,1945,164,932546,Temple University,86,1997,193,Left,0.294,-0.3,0.048,0.3,20.8,0.46,2.3,9.8,0.3,11.6,1.5,1.6,14.3,32.7,-1.4,0.167,-2.6,-1.1,5.8,1.9
937,66,0.433,SG,442,131,Kobe Bryant,LAL,1819,0.482,270,664,174,53,0.816,387,542,398,04-May,0.339,b/bryanko01.html,573,95,1324,66,86,26,392,bryanko01,0.472,2689,297,14175000,,96,1996,198,Right,0.292,4.5,0.145,7.1,14.3,0.563,1.7,12.4,1.4,23.3,4,1,31.7,28.5,5.6,0.502,4.6,-1,8.2,8.1
182,41,0.528,SG,111,49,Greg Buckner,DEN,432,0.609,49,81,169,6,0.778,121,63,133,04-May,0.405,b/buckngr01.html,160,66,303,70,75,28,208,buckngr01,0.61,1522,142,870046,,,,,,0.399,1.8,0.153,3,12.6,0.638,2.5,10.7,0.3,13.7,5,1.8,11.4,13.2,1.9,0.267,2.7,0.9,7.9,4.8
381,17,0.382,SF,153,34,Rodney Buford,NJN,445,0.417,35,45,101,4,0.822,108,37,63,04-May,0.315,b/buforro01.html,187,33,489,64,40,27,189,buforro01,0.402,1313,156,745046,,,,,,0.221,-1,0.03,-0.8,6.4,0.437,1.6,14.5,0.3,9.5,3,1.6,19.4,8.7,-4,0.092,-5,-1,8.7,0.8
49,0,0.467,PG,25,3,Antonio Burks,MEM,73,0.492,12,19,25,1,0.737,11,14,28,04-May,0.273,b/burksan01.html,28,1,60,24,13,24,12,burksan01,0.51,219,11,385277,University of Memphis,90,2004,185,Right,0.183,0,0.103,0.2,14.9,0.534,3.2,6,0.4,12.8,0.5,0.3,17.3,21.9,-1.7,0.317,-2.5,-0.9,3.3,0.5
866,77,0.445,SF,403,38,Caron Butler,LAL,1195,0.464,125,319,213,23,0.862,125,275,146,04-May,0.304,b/butleca01.html,441,146,991,77,110,24,450,butleca01,0.465,2746,304,1930680,University of Connecticut,103,2002,201,Right,0.126,1.2,0.093,4.1,9.9,0.528,2.1,12.4,0.6,15.8,6,1.2,20.7,9.3,0.4,0.322,-0.2,-0.7,9.2,5.3
256,15,0.399,SF,106,57,Rasual Butler,MIA,420,0.468,37,48,104,29,0.771,153,37,62,04-May,0.373,b/butlera01.html,163,15,409,65,18,25,151,butlera01,0.414,1203,136,1200000,La Salle University,97,2002,201,Right,0.374,-0.3,0.068,0.3,7.9,0.488,0.8,12.7,1.8,10.3,1.5,1.4,18.1,8.1,-2,0.117,-2.9,-0.9,7.3,1.7
141,0,0.486,PF,73,13,Zarko Cabarkapa,TOT,238,0.523,30,65,59,5,0.815,36,53,25,04-May,0.361,c/cabarza01.html,86,35,177,40,10,23,102,cabarza01,0.518,475,67,1312800,,,,,,0.203,-0.1,0.127,0.9,12.7,0.579,1.1,16.1,0.7,16.9,7.7,0.4,21.9,9,-0.4,0.367,-2.5,-2.1,11.7,1.3
596,66,0.465,C,279,0,Marcus Camby,DEN,683,0.465,103,173,177,199,0.723,4,125,152,04-May,0,c/cambyma01.html,279,131,600,66,61,30,661,cambyma01,0.468,2015,530,8500000,University of Massachusetts Amherst,99,1996,211,Right,0.007,2.8,0.138,1.2,13.2,0.505,1.6,30.1,7.4,18,7.5,4.5,17.2,12,-2.4,0.288,3.4,5.8,18.9,5.8
121,1,0.317,C,39,0,Elden Campbell,TOT,120,0.317,29,55,57,7,0.764,2,42,19,04-May,0,c/campbel01.html,39,28,123,40,8,36,93,campbel01,0.322,390,65,4400000,,,,,,0.016,-0.5,0.003,-0.6,16.5,0.408,1.1,19.5,1.4,7.2,8.5,0.6,21.2,8,-7.1,0.447,-7.3,-0.2,14,0
307,16,0.37,PF,116,44,Brian Cardinal,MEM,522,0.421,83,181,172,19,0.873,125,158,114,04-May,0.352,c/cardibr01.html,160,63,432,58,88,27,225,cardibr01,0.378,1433,162,4903000,Purdue University,111,2000,203,Right,0.289,1.4,0.116,1.1,14,0.51,3.3,13.5,1,14,5.3,2.4,19.6,13.3,-0.1,0.419,1.9,2,9.4,3.5
3,0,0.667,SG,2,0,Geno Carlisle,POR,8,0.667,1,6,1,0,0.667,0,4,1,04-May,,c/carlige01.html,2,1,3,6,0,28,1,carlige01,0.667,16,0,65779,University of California,81,2004,190,Right,0,0,0.173,0.1,15.1,0.709,0,0,0,18.1,7.5,0,19.1,10.3,1.3,2,-4.2,-5.5,3.6,0.1
160,12,0.407,PG,70,2,Anthony Carter,MIN,181,0.412,62,51,88,18,0.686,17,35,161,04-May,0.118,c/cartean01.html,72,12,177,66,35,29,69,cartean01,0.438,742,57,807546,,,,,,0.096,-0.4,0.034,-0.3,23.7,0.454,2.5,8.4,1.7,11.3,1.9,0.8,16.4,32.2,-3.7,0.288,-4.2,-0.5,5.3,0.5
1228,76,0.452,SF-SG,569,127,Vince Carter,TOT,1886,0.493,168,460,243,48,0.798,313,367,327,04-May,0.406,c/cartevi01.html,696,106,1541,77,109,28,401,cartevi01,0.463,2828,295,12584688,University of North Carolina,99,1999,198,Right,0.203,5.2,0.159,5.9,8.8,0.541,2.1,12.6,1.3,22.9,4.4,3.5,31.6,25.7,5.3,0.299,5.3,0,8.4,9.4
